Unnamed: 0,Unnamed: 1,Unnamed: 2,Код,Группа,Наименование,Ед. изм.,Количество,Приходная цена,Розничная цена
,,,96971,Продукты Питания/Молочка/Сметана/Творог,Сметана Дарман 350гр 15пр эконом,шт.,2,132,158
,,,110073,Продукты Питания/Консервы/Мясо,БлэкБулл Джерки 45гр Говяжьи,шт.,27,150.5,180
,,,649,Сладкое/Домашняя выпечка,восточные сладости (пахлава анюта)альфа 2.5кг 30сут,кг,2.5,275.6,312
,,,96454,Детские товары,Подгузники Памперс джамбо пак 6 52шт,шт.,3,1090,1350
,,,1118744,Продукты Питания/Павильное Питание,Водный пистолет тойс,шт.,9,63.5,100
,,,605,Весовые товары/Мясное,башаров колбаса говяжья вареная халяль,кг,1.014,529.004926108374,635
,,,1119054,Сладкое/Мороженое,Пломбир со сгущенным молоком,шт.,4,57,80
,,,97021,Продукты Питания/Молочка/Молоко/Кефир/Сливки,Молоко Эконом 1л 6пр,шт.,15,136.67,167
,,,96382,Сладкое/Мороженое,Эскимо на палочке ассорти 70гр КОРОВКА,шт.,93,98,120
,,,1118923,Весовые товары/Конфеты,Ким-Чи по корейски 1 кг,шт.,7,170,235
,,,2000999844295,Детские товары,Ватные палочки спираль 200 шт,шт.,4,135,185
,,,1118598,Электроника,Удлинитель Космос 5 м,шт.,3,385.453333333333,465
,,,1118332,Посуда,Кислородный очиститель 3 кг я твое,шт.,1,680,816
,,,2000999844279,Детские товары,Накладки на унитаз с ручками,шт.,2,762,950
,,,2000999844062,Одежда,Лейс махх куриные крылышки 100 гр,шт.,3,110,220
,,,97144,Продукты Питания/Майонез/Кетчуп/Уксус и т.п.,Соус Махеев 200гр Сырный,шт.,6,65,90
,,,98583,Химия/Для себя/Полость рта,Кондиционер-ополаскиватель Натуре лайн 500мл,шт.,3,120,135
,,,99261,Сухарики,Сухарики 3 корочки 100гр,шт.,12,25.65,45
,,,1119386,Сладкое/Конфеты/Печенья упаковки,Соломка пиф паф 100 гр,шт.,15,17.515,30
,,,2000999844172,Продукты Питания/Майонез/Кетчуп/Уксус и т.п.,Кетчуп хаинз 460 гр,шт.,3,178.85,225
,,,157,Весовые товары/Вафли вес,Зефир с ароматом ванили 4мес (Альфа) 57дн,кг,7,228,348
,,,108943,Продукты Питания/Специи,Лавровый Лист 20гр Отличная Кухня,шт.,5,55,75
,,,97790,Электроника,Батарейки Энержайзер АА 4 МАКС,шт.,8,224.96,275
,,,2000999844398,Химия/Для себя/Полость рта,Аэрозоль Glade 300 мл,шт.,23,127.24,0
,,,108777,Временно,Круг Шиня 59252,шт.,4,390,685
,,,322,Весовые товары/Вафли вес,Круассаны слоенные,кг,5,286,
,,,106431,Химия/Ароматная,Жидкое мыло 5л,шт.,10,150,230
,,,1118720,Жевачка,Ментос фруктовый 37 гр,шт.,5,42.5,60
,,,1118616,Химия/Бытовая химия,Влажные салфетки для снятия макияжа,шт.,2,45.8,60
,,,108116,Напитки/Чай/Кисель,Топпинг Баринофф 1л Белый Шоколад,шт.,3,348.72,418
,,,2000999844030,Чипсы/Лейс,Лейс махх 100 гр двойной гамбургер,шт.,12,86,220
,,,101375,Продукты Питания/Майонез/Кетчуп/Уксус и т.п.,Лимонная кислота 50г,шт.,1,57,75
,,,1195,Напитки/Чай/Кисель,Чай Муслим 25 пак 50 гр,шт.,7,96,122
,,,2000999843938,Химия/Для себя,Мягкая кукла с сердцем,шт.,4,550,850
,,,1115760,Детские товары,Пустышка Малышам Бибс,шт.,1,150,220
,,,110629,Сладкое/Вафли/Зефир,8 Кек Шоколад 40гр Улькер,шт.,1,33.9583333333333,48
,,,1119217,Химия/Для себя/Полость рта,Жидкое мыло Милана 1 л,шт.,4,90,125
,,,1119142,Продукты Питания/Консервы/Мясо,Печень трески 185 гр,шт.,3,95.99,147
,,,108966,ДЛЯ КАССЫ/Посуда,Ведро 0.55,шт.,46,10,20
,,,104385,Служебная группа,Степь Герку Геркулес 400гр,шт.,5,24.99,45
,,,107610,Сладкое/Батончики/бисквиты/Батончики/Пирожные,Протеиновые Батончики Манго 40гр,шт.,14,43.7,65
,,,98140,Напитки/Соки,ОТ ВИНТА 0.45л Мохито,шт.,53,62.75,87
,,,1118881,Продукты Питания/Павильное Питание,Карамель в сердце 15 гр,шт.,21,168.125,215
,,,108869,Продукты Питания/Полуфабрикаты,Броколи Замр 700гр Греен Риббон,шт.,2,175.99,285
,,,103819,Детские товары,Беби Каша рисовая с печеньем и грушей 200гр,шт.,7,190,228
,,,1118637,Напитки/Соки/Энергетик,Энергетик ЕОН 0.45 мл,шт.,1,65,90
,,,1119526,Служебная группа,Носки катая 4851,шт.,10,46,90
,,,1247,Напитки/Чай/Кисель,Чай Азерчай М/У 250 гр с бергамотом,шт.,2,150,195
,,,1119113,Электроника/Гаджеты,Фонарь светодиодный,шт.,2,231.77,292
,,,1119593,Посуда,Закрутка 421,шт.,5,780,950
,,,104362,Посуда,Лейс Рифленный Лобстер 70гр,шт.,13,66,100
,,,97902,Продукты Питания/Мука/Сахар/Соль/Крахмал,Мука 25кг Снежана,шт.,2,790,950
,,,1115663,Продукты Питания/Молочка/Йогурт/Пудинг,СЕН САЙ Суп Том Ям 65ГР,шт.,12,97.2,123
,,,1118514,Химия/Ароматная,Армотизатор воздуха весна 250 мл,шт.,3,99,130
,,,2000999844401,Продукты Питания/Крупы/Макароны/Хлопья/Крупы,Чечевица персидская 450 гр,шт.,4,133.66,0
,,,104285,Служебная группа,Зубная Щетка Греди С,шт.,12,36.4416666666667,75
,,,1118723,Продукты Питания/Полуфабрикаты,Хинкал чеченский 1 кг Зарета,шт.,4,70,165
,,,95695,Жевачка,Жевачка орбит 13.6гр,шт.,161,31.5,45
,,,2000999844389,Химия/Для себя/Полость рта,Крем детский мое солнышко 100 мл,шт.,4,88.74,0
,,,1118459,Химия/Бытовая химия,Жироудалитель Казан 600 мл,шт.,9,140,175
,,,103188,Сладкое/Конфеты/Печенья упаковки,Круассаны с Вареной сгущенкой 0.9кг Кондитериум,шт.,1,252,305
,,,110946,Сладкое/Шоколадные плитки/пасты,Аленка молочный шоколад Пористый 90гр,шт.,13,119,147
,,,94997,Чипсы,Мега Чипсы 100гр сметана и лук,шт.,23,77.67,93
,,,94936,Сладкое/Печенье/Пряники,Тараллини 180гр NINA FARINA,шт.,3,48.3,78
,,,1118559,Химия/Для себя/Бритвы,Пена для бритья 200 мл,шт.,1,250,320
,,,1118959,Напитки/Чай/Кисель,Кофе чибо эксклюзив 95 гр,шт.,1,290,348
,,,1118765,Игрушки/Машинки,Лексус с дымом на пульте,шт.,1,1260,1885
,,,1119325,Продукты Питания/Полуфабрикаты,Соевый соус авира 200 мл,шт.,3,39,60
,,,1118449,Химия/Для себя/Мыло,Омолаживающий роллер кислотой,шт.,10,70,200
,,,1117842,Жевачка,Жвачка Файв 15.6 гр,шт.,405,50,80
,,,105112,Служебная группа,Туалетная Бумага,шт.,4,7.99,30
,,,88,Весовые товары/Вес,Колбаса сервелат зернистая МД Абуев,кг,0.00600000000000001,896,1075
,,,1118487,Напитки/Соки/Энергетик,Торнадо айсберри 450 мл,шт.,24,74.24,110
,,,2000999844289,Детские товары,Ниблер силиконовый Бусинка,шт.,3,174,215
,,,2000999844313,Детские товары,Свет в темноте пустышка,шт.,2,220,278
,,,1118909,Продукты Питания/Полуфабрикаты,Наггетсы,шт.,3,130,185
,,,99996,Сладкое/Прочее/Милка,Плитка Милка 100гр Белый шоколад,шт.,2,103,145
,,,1118607,Электроника,Фонарь космос,шт.,1,815.78,995
,,,1117548,Химия/Бытовая химия/Порошки,Кислородный очиститель 1000 гр я твое,шт.,4,245,320
,,,1119040,ДЛЯ КАССЫ/Посуда,Нож,шт.,4,110,180
,,,111505,Продукты Питания/Павильное Питание,Мюсли 350гр фруктовый микс ОГО,шт.,1,113.19,138
,,,108280,Детские товары,Нутрилак Смесь Премиум Синий 1 600гр,шт.,2,500,657
,,,1119331,Химия/Машинный отдел,Тряпки 5 шт миан лиджиа,шт.,3,90,130
,,,1274,Сладкое/Прочее,Чоко Пай 12шт ORION,шт.,4,136.25,172
,,,2000999844138,Весовые товары/Мясное,Коктейль из морепродуктов 200 гр,шт.,1,204,250
,,,1118678,Продукты Питания/Молочка,Сыр копченный охотнничий,шт.,5,102,133
,,,1118209,Служебная группа,Набор от Chahel 5 в 1,шт.,5,309,450
,,,1118734,Игрушки/Пистолеты/Мячи,Трактор на пружинах,шт.,2,215,300
,,,2000999843968,Химия/Для себя,Дикие животные,шт.,2,180,270
,,,102556,Сладкое/Прочее/Милка,Плитка Милка 92гр Орео Сендвич,шт.,16,110,96
,,,99891,Напитки/Соки,Рич гранат 0.33л,шт.,4,58.25,85
,,,1119502,Напитки/Вода,Вода Эвер 1.5 л,шт.,18,21.6666666666667,50
,,,176,Весовые товары/Выпечка,Веретено с Сахаром 1кг Вес (МС),кг,1.452,225.01,298
,,,1119238,Продукты Питания/Полуфабрикаты,Фасоль стручковая агама 400 гр,шт.,3,119.88,150
,,,1118871,Химия/Бытовая химия,Ваниш гель 450 мл,шт.,2,138,397
,,,1118782,Химия/Для себя/Полость рта,Дезодорант спрей 200 мл,шт.,1,244,318
,,,99789,Напитки/Соки,Сок Добрый Апельсин 1л,шт.,96,61.2816666666667,105
,,,107577,Продукты Питания/Консервы/Зелень,Кукуруза сахарная 340гр Бондуэль,шт.,18,115,140
,,,1116180,Продукты Питания/Молочка/Сметана/Творог,Творог Экспонента манго 250 гр,шт.,6,168.5,205
,,,98689,Сладкое/Мороженое,Полено с крошкой шоколадное 400гр КОРОВКА,шт.,2,320,385
,,,1118551,Весовые товары/Конфеты,Чеснок Джамиля,шт.,7,130,185
,,,102960,Детские товары,Сок Фруто няня 0.2л Яблоко и черная смородина,шт.,1,35,53
,,,96542,Продукты Питания/Молочка/Сыр/Копченый Сыр,Сыр плавленый Сэндвич 150гр ломтики Хохланд,шт.,6,103.99,163
,,,110900,Сладкое/Прочее/Милка,Милка пористый кокос 87 гр,шт.,10,103,145
,,,1119507,Для дома/Салфетки,Салфетка брабус 50/60,шт.,2,224,285
,,,97062,Напитки/Вода,Минералка Мевер 0.5л,шт.,6,28,45
,,,1117246,Химия/Для себя/Мыло,АСЕ пятновыводитель 1 л,шт.,2,150,185
,,,107181,Напитки/Соки,Нектар Баринофф 1л Гранат,шт.,5,189.13,228
,,,104857,Сушеные Рыба/Говядина,Арахис в кокос Глазури 25г,шт.,14,12.3,20
,,,111163,Продукты Питания/Крупы/Макароны/Хлопья/Крупы,Хлопья 7 Злаковые 400гр Царь,шт.,3,64.22,87
,,,1118286,Сладкое/Мороженое,Золотой стандарт со сгущенкой,шт.,1,75,95
,,,110518,Напитки/Соки,Акапелла 0.5 Граната Смородина,шт.,7,76.6666666666667,105
,,,96447,Масла/Масла подсолнечные/оливковое,Масло Слобода 5л,шт.,3,664.68,797
,,,103683,Чипсы,Чипсы Корнерсы 50гр Сметана и лук,шт.,12,46.49,75
,,,2000999844136,Химия/Для себя/Мыло,Планшет пластиковый,шт.,3,60,100
,,,94969,Чипсы,Nachos 150гр оригинальные,шт.,5,103.52,140
,,,110454,Сладкое/Шоколадные плитки/пасты,Бэбифокс 23гр,шт.,10,20.125,28
,,,103439,Продукты Питания/Консервы/Мясо,Килька обжаренная в т/с 240гр острый чили,шт.,6,96.8,127
,,,70,Весовые товары/Выпечка,Маффин со сморолиной (Шнайдер) 15сут (Альфа),кг,1.35,286.5,388
,,,96411,Продукты Питания/Крупы/Макароны/Хлопья,Фунчоза 200гр СЕН СОЙ премиум,шт.,1,121,150
,,,110450,Напитки/Соки,Лимонад Стом Манго 0.5л с газом ПЭТ,шт.,1,38.7,60
,,,2000999844210,Детские товары,Средство для купания Лилу 300 мл,шт.,4,290,348
,,,1118672,Игрушки/Машинки,Груша для бокса большая,шт.,1,1200,1600
,,,770,Весовые товары/Конфеты,Конфеты Золотая карета,кг,5,331.2,400
,,,1118819,Напитки/Соки,Байкал стекло 0.5 мл,шт.,5,100,170
,,,1116545,Сладкое/Мармелад/Драже/Карамель/Мармелад,Мармелад Фру-Телла 52 гр,шт.,5,52.9966666666667,80
,,,1118221,Химия/Для себя/Мыло,Дихлофос варан,шт.,6,89.01,110
,,,110698,Продукты Питания/Крупы/Макароны/Хлопья/Крупы,Рис 800гр Сельский Дом,шт.,10,90,98
,,,2000999844089,Детские товары,Пищалки утята,шт.,5,285,387
,,,2000999844061,Для дома,Губки 3 шт,шт.,8,80,120
,,,1118536,Напитки/Соки,Акапелла 0.5 вишня,шт.,3,80.73,107
,,,96372,Сладкое/Мороженое,Мороженое сникерс,шт.,87,90,115
,,,1118454,Сладкое/Мороженое,Мороженое стакан микс,шт.,8,75,100
,,,109253,Напитки/Чай/Кисель,Чай Джамал 200гр Арабская Ночь,шт.,1,365,438
,,,96696,Сладкое/Мороженое,Мороженое Российский Рожок,шт.,99,22,32
,,,1119369,Продукты Питания/Молочка/Йогурт/Пудинг,Йогурт экспонента лимонный чизкейк 250 гр,шт.,4,145,178
,,,106088,Сушеные Рыба/Говядина,Рыбы Соломка 30гр Флотская,шт.,2,34.78,55
,,,844,Весовые товары/Выпечка,Печенье Чоко Брейк Альфа,кг,8,650,780
,,,1118743,Продукты Питания/Павильное Питание,Леденцы со вкусом мяты 32 гр,шт.,1,98,130
,,,1118335,Служебная группа,Духи мужские GIVENCHY 100 мл,шт.,3,329,2350
,,,109687,Сладкое/Прочее/Милка,Плитка риттер спорт 100гр Белый,шт.,2,197,236
,,,202,Весовые товары/Мясное,Кумк Колбаса говяжья,кг,0.00200000000000034,550,665
,,,1118613,Продукты Питания/Консервы/Зелень,Огурцы корнишоны 680 гр,шт.,1,190.17,230
,,,109572,Детские товары,Масло Детское Коо.Н 200мл,шт.,3,183,225
,,,1116051,Напитки/Соки/Энергетик,Пиво Воронежское 0.45 л,шт.,2,67.0185,120
,,,110926,Масла/Масла подсолнечные/оливковое,Масло Аннинское 0.9,шт.,8,130,150
,,,102664,Продукты Питания/Морепродукты,Сельдь 180гр С укропом Мое море,шт.,2,102,128
,,,1119552,Напитки/Кофе/Какао/Сливки/Кофе,Кофе эгоист 50 гр специал,шт.,6,490,588
,,,194,Весовые товары/Мясное,Кумк Колбаски охотничьи,кг,4.679,600,720
,,,97012,Сладкое/Прочее/Турецкие сладости,Мармелад Юпо Метер 50гр Улкер,шт.,23,35,55
,,,2000999844307,Детские товары,Рокси кидс поильник,шт.,2,382,465
,,,1119104,Химия/Бытовая химия/Порошки,Мыло доха оливковое,шт.,3,150,185
,,,1116950,Игрушки,Пистон пистолет,шт.,8,80,120
,,,100896,ДЛЯ КАССЫ/Кухня,Протеин пай  60 гр Ассорти Сатурн,шт.,39,122,150
,,,1119111,Посуда,Протеиновый десерт вишня кейк,шт.,5,102,130
,,,103041,Фрукты/Сухофрукты,Миндаль 300гр Аль Ихляс,шт.,7,250,300
,,,1119243,Фрукты/Овощи/Зелень/Фрукты/Ягоды,Облепиха Агама 250 гр,шт.,3,157.99,200
,,,1120,Весовые товары/Конфеты,Конфеты арами с кок стружкой ессен,кг,0.954,445.34,665
,,,95325,Напитки/Соки,Палпи ананас 0.45,шт.,28,61.1316666666667,95
,,,1118539,Напитки/Соки,Акапелла мохито-клубника 0.4 мл,шт.,1,50.4166666666667,75
,,,1117825,Продукты Питания/Консервы/Мясо,Соус Авира кисло сладкий 220 мл,шт.,2,49,75
,,,96317,Продукты Питания/Полуфабрикаты,Манты 500гр Вкуснотеево,шт.,7,175,237
,,,2000999844040,Напитки/Чай/Кисель,Какао Несквик 900 гр,шт.,2,900,1100
,,,104848,Сушеные Рыба/Говядина,Халял-Снэк Мясные Чипсы из Курицы 40г,шт.,13,98,130
,,,73,Весовые товары/Выпечка,Печенье бисквитное,кг,2.566,368,445
,,,108830,Химия/Для себя/Полость рта,Батончик без Злаков Фрукты и Орехи 40гр,шт.,1,50.6,70
,,,1119770,Продукты Питания/Полуфабрикаты,Кукурузный хинкал хазчам 1 кг,шт.,10,140,0
,,,1118591,ДЛЯ КАССЫ/Подгузники,Подгузники беби  л 54 шт,шт.,3,1183,1415
,,,1118809,Для дома,Швабра 9202,шт.,2,900,1225
,,,581,Весовые товары/Конфеты,Конфеты Клюква / Кизил Карамель,кг,5.602,205.75,265
,,,110957,Химия/Бытовая химия/Порошки,Порошок Продокса 1кг,шт.,1,133,175
,,,2000999844229,Детские товары,Мой утенок средство для купания 750 мл,шт.,2,315,387
,,,1117169,Детские товары,Хот ланч острый 90 гр,шт.,13,53.5,78
,,,1119562,Химия/Для себя,Пудра голден розе,шт.,2,385,550
,,,1414,Фрукты/Овощи/Зелень/Фрукты/Ягоды,Лайм,шт.,103,28,45
,,,2000999844316,Детские товары,Гель для стирки Юносан горный 1 л,шт.,2,300,375
,,,1119375,Продукты Питания/Мариновки,Огурцы бондюэль 720 мл,шт.,4,188.16,247
,,,782,Весовые товары/Мясное,Лангустин королевский дикий,кг,0.59,874,999
,,,1115847,Продукты Питания/Консервы/Мясо,Килька черноморская Обж в Т/С 240 гр Р/Д,шт.,4,69.34,100
,,,2000999843952,Игрушки,Кукла в платье с цветочками,шт.,1,480,625
,,,2010,Фрукты/Овощи/Зелень/Зелень,Укроп,шт.,136,16.6666666666667,45
,,,1118363,Продукты Питания/Молочка/Сгущенка,Сгущенка Азовская жб с сахаром,шт.,10,96,122
,,,1119752,Сладкое/Прочее/Орео,Вафля несквик сендвич,шт.,23,26,38
,,,1117579,Напитки/Соки,Сок Летний сад 5 л апельсин,шт.,9,110.5,140
,,,106564,Продукты Питания/Молочка/Сметана/Творог,Творог классичечкий Савушкин 180гр 9пр,шт.,5,103.2,128
,,,1116337,Сладкое/Вафли/Зефир,Маршмелоу лове со вкусом вишни 500 гр Азовчанка,шт.,9,178.1,220
,,,110938,Масла/Масла подсолнечные/оливковое,Масло Слобода 2.7 л,шт.,3,379.166666666667,456
,,,1176,Напитки/Чай/Кисель,Чай калмыкский 10 пакетиков ХАН ЧАЙ,шт.,19,115,140
,,,111386,Продукты Питания/Молочка/Йогурт/Пудинг,Слабода кетчуп острый 320гр,шт.,2,82.23,98
,,,2000999843996,ДЛЯ КАССЫ/Аксессуары,Батарейка перферо 18650,шт.,5,250,300
,,,108312,Сладкое/Прочее/Нутелла,Нутелла Б-реади 132гр,шт.,5,275,335
,,,100230,Напитки/Чай/Кисель,Чай Махмуд 200гр Эрл Грей,шт.,4,295,354
,,,98721,Сладкое/Прочее,Чоко Бой 100гр Орион,шт.,11,61.3333333333333,95
,,,109139,Сладкое/Прочее/Кукурузные палочки/Поп Корн,Попкорн Амигос 200гр,шт.,8,87.5,115
,,,98698,Напитки/Вода,Минералка Ессентуки 4 0.45 стекло,шт.,1,74.75,100
,,,94975,Сухарики,Сухарики 3 корочки 60гр+20гр,шт.,172,36.6666666666667,48
,,,1119395,Сухарики,Лукум ассорти фруктовая сарма мир сладостей 400 гр,шт.,1,200,248
,,,1119036,ДЛЯ КАССЫ/Посуда,Нож арт 343,шт.,4,135,192
,,,1118044,ДЛЯ КАССЫ/Подгузники,тирамису торт,шт.,1,500,600
,,,105998,Продукты Питания/Мука/Сахар/Соль/Крахмал/Сахар,Вареная Сгущенка Ведро 950гр Белая Слада,шт.,3,241,292
,,,97553,Для дома/Салфетки,Салфетки бумажные Камелия 100шт 24х24 цветные,шт.,77,20.5972,35
,,,1119371,Посуда,Стаканы 6 шт 201,шт.,2,150,400
,,,105227,Служебная группа,Ролтон Остр Кур 60гр,шт.,3,17.6190476190476,27
,,,2000999844292,Детские товары,Грызунок сказка 1804,шт.,1,87,125
,,,110635,Семечки,Смесь бобовых Мистраль 500 гр,шт.,7,95.42,130
,,,625,Весовые товары/Мясное,Кумк сосиски аварские,кг,0.00600000000000078,429.850746268657,535
,,,2000999844371,Сладкое/Батончики/бисквиты/Батончики/Пирожные,Леденцы освежающие 14 гр,шт.,15,32,50
,,,1119264,Медицина,Честер шоколад,шт.,9,190,210
,,,98043,Масла/Масла подсолнечные/оливковое,Масло золотая семечка 0.5л,шт.,8,79.99,107
,,,1119157,Детские товары,Подгузники мерриес 4 48 шт,шт.,1,1600,1920
,,,188,Весовые товары/Вафли вес,Зефир ванильный в глазури 4мес (Альфа),кг,2.19,357.5,445
,,,103027,Электроника/Гаджеты,Зарядник Хоко С12 2.4А,шт.,2,230,350
,,,2000999843977,ДЛЯ КАССЫ/Аксессуары,АКБ Л-157,шт.,1,950,1300
,,,98424,Продукты Питания/Крупы/Макароны/Хлопья/Крупы,Гречка 1000гр Цолода,шт.,1,44.1666666666667,65
,,,1117859,Напитки/Соки,Лимонад стом 0.5 лимон-лайм,шт.,4,35.37,50
,,,599,Весовые товары/Мясное,Башаров Сосиски Хот-Дог,кг,0.297,286.003649635036,468
,,,103216,Кошачьи товары,Корм Вискас 350гр С Лососем,шт.,3,135.99,163
,,,103698,Сладкое/Конфеты/Печенья упаковки,Пышка - крутышка в белой глазури 1кг,шт.,1,324,397
,,,2000999844345,Сладкое/Мороженое,Экзо мороженое черника 520 гр,шт.,1,400,485
,,,1115675,Фрукты/Сухофрукты,Финики 550гр Шено,шт.,12,208.666666666667,205
,,,1118345,Служебная группа,Духи женские Эклат 100 мл,шт.,6,299,2350
,,,2000999844201,Детские товары,Гель-пенка для подмывания наша мама,шт.,3,334,415
,,,101183,Детские товары,Фруктовые кусочки 15гр,шт.,5,47.77,65
,,,102843,Детские товары,Подгузники Молфикс 3-ка 60шт,шт.,1,615,740
,,,110553,Продукты Питания/Молочка/Йогурт/Пудинг,Имунеле 1.2 пр 100 гр,шт.,4,34.99,50
,,,98764,ДЛЯ КАССЫ/Посуда,Игрушка посуда,шт.,1,500,780
,,,1118395,Детские товары,Сыр творожный с зеленью 100гр,шт.,1,83.86,110
,,,1118397,Продукты Питания/Павильное Питание,Горнчица 100 гр,шт.,3,33.94,55
,,,96163,Продукты Питания/Молочка/Сметана/Творог,Сметана Горянка 700гр 25пр,шт.,4,113.34,140
,,,1118946,Продукты Питания/Консервы/Зелень,Оливки без косточки 300гр,шт.,6,153.17,185
,,,1119588,Для дома,Отвертка зеленая,шт.,12,80,150
,,,99635,Электроника,Батарейки Кодак лизиум 2032,шт.,1,106,185
,,,2000999844220,Детские товары,Бимуника жидкое мыло 500 мл,шт.,3,299,358
,,,103704,Сладкое/Шоколадные плитки/пасты,Плитка Люкс 90гр шоколад,шт.,8,93.3333333333333,120
,,,1118999,ДЛЯ КАССЫ/Посуда,Хлебница с крышкой,шт.,1,230,350
,,,2000999844063,ДЛЯ КАССЫ/Посуда,Плитка 200 гр ассорти,шт.,1,850,1500
,,,102052,Продукты Питания/Крупы/Макароны/Хлопья/Крупы,Рис Янтарный Мистраль 900гр,шт.,3,201.34,245
,,,1118757,Игрушки/Машинки,Мячики разные,шт.,7,85,130
,,,7729,Весовые товары/Мясное,Дубайский шоколад 200 гр,шт.,1,528,1350
,,,1118619,Химия/Бытовая химия,Влажные салфетки флора 120 шт,шт.,1,101,130
,,,1117615,Сладкое/Домашняя выпечка,Пирог Венский азбука вкуса,шт.,1,400,480
,,,2000999844090,Детские товары,Набор погремушек,шт.,3,380,517
,,,96562,Продукты Питания/Молочка/Йогурт/Пудинг,Йогурт питьевой Нежный 0.1пр 285гр,шт.,14,68.87,95
,,,1118778,Игрушки/Машинки,Ореховая паста 40 гр с палочками,шт.,6,75,100
,,,98889,Чипсы/Лейс,Лейс 140гр Краб,шт.,25,115.789473684211,150
,,,99435,Химия/Для себя/Бритвы,Бритва Бик метал 10шт,шт.,4,168,235
,,,1118319,Химия/Для себя/Прокладки,Скраб для тела 300 гр,шт.,1,222,350
,,,95691,Жевачка,Меллер 38гр,шт.,33,33.5,55
,,,96914,Чипсы,Мега Чипсы 100гр сметана и сыр,шт.,14,77.67,105
,,,105546,весовые 1/Мясное1,Сказочное 0.8кг  (Сладость),шт.,1,260,312
,,,103160,Детские товары,Каша Фруто няня 200гр Яблоко Банан,шт.,3,111.99,175
,,,2000999844303,Детские товары,Наша мама специальный крем 75 мл,шт.,2,198,242
,,,1118957,Продукты Питания/Молочка/Сыр/Копченый Сыр,Экспонента 500 гр био,шт.,4,145,176
,,,1119065,Канцтовары,Текстовыделитель 4 шт,шт.,1,90.5,135
,,,96386,Химия/Бытовая химия,Грасс Азелит анти жир мощная пена 600мл,шт.,5,135,167
,,,2000999844187,Сладкое/Прочее/Милка,Спрей газировка 25 гр,шт.,23,20.72,35
,,,1134,Продукты Питания/Молочка/Молоко/Кефир/Сливки,Молоко Кубанская Бурёнка 950гр 3.5пр,шт.,22,111.666666666667,140
,,,2000999843995,ДЛЯ КАССЫ/Аксессуары,Батарейки перферо 393,шт.,2,120,160
,,,99157,Жевачка,Жевачка Табл Гам 35гр в тюбиках,шт.,5,89,130
,,,102869,Для дома/Салфетки,Бумажные полотенца Зезаг Макси 187листов 2сл 1рул,шт.,4,85,115
,,,2000999844317,Детские товары,Екосан ополаскиватель 1 л,шт.,2,315,385
,,,1076,Весовые товары,Халва ванильная Альфа,кг,0.83,177.4,230
,,,2000999844053,Жевачка,Жвачка в бочонках,шт.,25,12,30
,,,1119478,Химия/Для себя/Шампунь,Гель для душа Палмалив 750 мл,шт.,3,320,385
,,,1296,Семечки,Семечки Чищенные 80гр РЕЗОН,шт.,7,25,35
,,,106227,Напитки/Вода,Горная 5л,шт.,13,48.9,75
,,,104847,Сушеные Рыба/Говядина,Чипсы из Курица 40гр КРАФТ,шт.,5,98,130
,,,110519,Напитки/Соки,Акапелла 0.5 Клубника Банан,шт.,12,87.555,115
,,,1118355,Служебная группа,Духи женские Виктория секрет 120 мл,шт.,4,299,2350
,,,109730,Фрукты/Сухофрукты,Курага Джамбо 300гр Фооджейра,шт.,2,453,497
,,,1119370,Посуда,Стаканы 6 танго,шт.,1,150,400
,,,99306,Продукты Питания/Майонез/Кетчуп/Уксус и т.п.,Томатная паста 500гр Кубанская трапеза,шт.,5,109.42,137
,,,421,Весовые товары/Конфеты,Конфеты Рахат Фундучная/Миндальная,кг,5.616,356.17,440
,,,1115703,Продукты Питания/Молочка,Сыр Имеретинский 0.6 кг ведро,шт.,2,432,518
,,,1119199,ДЛЯ КАССЫ/Кухня,Пельмени с курицей мерз даар,шт.,2,400,485
,,,2000999844252,Детские товары,Нагрудник 3 шт сказка,шт.,1,199,247
,,,105392,Служебная группа,Макадамия 300гр Аль-Ихляс,шт.,1,160,200
,,,1119561,Химия/Для себя,Пудра МАХ фастор,шт.,3,880,1100
,,,98553,Химия/Для себя/Салфетки влажные,Влажные салфетки Эконом 120шт,шт.,1,94.94,125
,,,1119225,Продукты Питания/Молочка/Сыр/Копченый Сыр,Сыр творожный 140 гр хохланд зелень,шт.,4,87.99,175
,,,101947,Химия/Бытовая химия,Белизна Каустик 1л,шт.,20,50,70
,,,94970,Чипсы,Nachos 150гр ассорти,шт.,1,101,140
,,,95117,Продукты Питания/Мука/Сахар/Соль/Крахмал,Соль пищевая 1000ГР РУССОЛЬ,шт.,30,17.5,25
,,,106576,Продукты Питания/Молочка/Сыр/Копченый Сыр,Сыр творожный Воздушный 150гр с зеленью Савушкин банка,шт.,1,113.4,138
,,,109924,Сладкое/Домашняя выпечка,Десерт Милка Азбука Вкуса,шт.,2,375,450
,,,2000999844326,Детские товары,Бусинка ложка силиноковая,шт.,4,171,225
,,,1118526,Сладкое/Конфеты/Печенья упаковки,Печенье половинка овсяное 50 гр,шт.,14,25.5308333333333,40
,,,1118126,Химия/Для себя,Пузырьковая маска для лица от Eflzavacce,шт.,10,110,350
,,,100734,ДЛЯ КАССЫ/Кухня,Масло сливочное Веселый Беларус 1 кг Савушкин,шт.,1,893.55,1075
,,,1119570,Сигареты,Лампочка светодиодная космос,шт.,10,46.512,75
