Отчет Наличие товаров к дате;;;;;;;;;;
;;;;;;;;;;
;;;Код;Группа;Товар;Ед. изм.;Количество;Приходная цена;Приходная ст-сть;
;;;1118564;Химия/Для себя/Бритвы;Кусачки 2;шт.;3,000;250,00;750,00;
;;;1119598;Химия/Для себя;Ролик  для одежды;шт.;6,000;80,00;480,00;
;;;1119695;Продукты Питания/Молочка/Сыр/Копченый Сыр;Белый медведь твороженная масса 180 гр;шт.;2,000;75,00;150,00;
;;;97804;Электроника;Батарейки Кодак АА 4 Зинк;шт.;7,000;57,48;402,36;
;;;97535;Напитки/Кофе/Какао/Сливки/Кофе;Кофе Голден игл 3 в 1 48порций;шт.;7,000;514,00;3598,00;
;;;2000999844110;Сладкое/Конфеты/Печенья упаковки;Конфеты чоко брейк 300 гр;шт.;7,000;221,75;1552,25;
;;;110448;Продукты Питания/Консервы/Зелень;Сахар Сладкий 1кг Здоровые Сладости;шт.;8,000;422,87;3382,96;
;;;1119007;ДЛЯ КАССЫ/Посуда;Чайник заварочный 1 л;шт.;5,000;500,00;2500,00;
;;;100634;Напитки/Соки;Сок Добрый Лимон - Лайм 0.5л;шт.;1,000;57,88;57,88;
;;;2000999844065;Чипсы;Для пыли щетка;шт.;2,000;380,00;760,00;
;;;1119035;ДЛЯ КАССЫ/Посуда;Нож см7089;шт.;8,000;100,00;800,00;
;;;95269;Сладкое/Батончики/бисквиты/Батончики/Пирожные;Батончик сникерс лесной орех 81 гр;шт.;2,000;79,99;159,98;
;;;1116527;Сладкое/Конфеты/Печенья упаковки;Печенье овсяное с шоколадом 340 гр Петродиет на фруктозе;шт.;3,000;173,78;521,34;
;;;1118217;Химия/Для себя;Ватные диски аура;шт.;8,000;88,02;704,16;
;;;1118447;Химия/Для себя;Крем против морщин 20 гр;шт.;5,000;65,00;325,00;
;;;2000999844219;Детские товары;Екосан гель для стирки 2 л;шт.;2,000;497,00;994,00;
;;;2000999844361;Химия/Для себя;Таблетка-очиститель для сливного бочка;шт.;3,000;56,00;168,00;
;;;109753;Продукты Питания/Крупы/Макароны/Хлопья/Крупы;Крупа Кукурузная 5пак Увелка;шт.;2,000;79,99;159,98;
;;;2000999844170;Сладкое/Батончики/бисквиты/Батончики/Пирожные;Чупа чупс кола 11 гр;шт.;49,000;3,34;163,42;
;;;1118134;Химия/Для себя/Крем;Крем от шрамов и рубцов;шт.;5,000;60,00;300,00;
;;;2000999844157;Чипсы;Корнерсы вяленые томаты 50гр;шт.;12,000;46,49;557,88;
;;;105035;Служебная группа;Русская Картошка ассорти 105г;шт.;8,000;127,64;1021,12;
;;;1119198;ДЛЯ КАССЫ/Кухня;Ушки пельмени с мясом мерз даар;шт.;1,000;400,00;400,00;
;;;97129;Сладкое/Домашняя выпечка;Наполеон нарезной Азбука вкуса;шт.;2,000;255,00;510,00;
;;;1009;Продукты Питания/Консервы/Мясо;Мармелад Домашний Альфа;кг.;6,000;230,00;1380,00;
;;;2000999844237;Детские товары;Соска будь здоров;шт.;1,000;54,00;54,00;
;;;96267;Для дома;Перчатки резиновые Роза;шт.;80,000;33,00;2640,00;
;;;163;Весовые товары/Выпечка;Печенье Юбилей кубани Кузнецов 6мес (Альфа) 119дн;кг;2,580;143,33;369,80;
;;;99091;Напитки/Вода;Серноводская 9л;шт.;34,000;111,12;3778,08;
;;;331;Весовые товары/Вафли вес;ИХ Сушки Малютка с Маком (Альфа);кг;2,746;220,67;605,95;
;;;111495;Продукты Питания/Быстрое питание;Чан Рамен 120гр;шт.;83,000;63,00;5229,00;
;;;1119749;Сладкое/Мармелад/Драже/Карамель;Кит кат с темным шоколадом 41 гр;шт.;23,000;66,00;1518,00;
;;;1118883;Продукты Питания/Павильное Питание;Яйцо с подарком 70 гр;шт.;1,000;254,83;254,83;
;;;1119257;Кошачьи товары;Ошейник био для кошек;шт.;1,000;170,00;170,00;
;;;98106;Напитки/Соки/Энергетик;Пиво безалкогольное Балтика 0.47 стекло;шт.;72,000;54,17;3900,00;
;;;106999;Продукты Питания/Павильное Питание;Заменитель Сахара Фит8 Синий 180гр;шт.;4,000;298,99;1195,96;
;;;934;Фрукты/Овощи/Зелень/Фрукты/Ягоды;Королек;кг;14,426;85,47;1232,99;
;;;1071;Весовые товары/Выпечка;Кекс Красный Бархат (Альфа);кг;2,500;264,40;661,00;
;;;817;Весовые товары/Мясное;АМ Колбаса Грозненская;кг;4,098;475,01;1946,60;
;;;1119244;Фрукты/Овощи/Зелень/Фрукты/Ягоды;Смесь Мехико 400 гр;шт.;1,000;125,32;125,32;
;;;1117812;Одежда/Носки/Гольфы;Носки найк муж;шт.;44,000;42,00;1848,00;
;;;96728;Продукты Питания/Консервы/Зелень;Пикули 720мл Практик;шт.;33,000;244,17;8057,50;
;;;1119418;Весовые товары/Мясное;Шоколад Аленка с арахисом 70 гр;шт.;4,000;87,05;348,19;
;;;97250;Продукты Питания/Молочка/Сметана/Творог;Творог классичечкий Савушкин 300гр 5пр;шт.;2,000;121,20;242,40;
;;;1118172;Продукты Питания/Крупы/Макароны/Хлопья/Крупы;Рис Мистраль по турецки 500 гр;шт.;3,000;101,26;303,78;
;;;2000999844052;Жевачка;Супер приз киндер;шт.;4,000;100,00;400,00;
;;;1117496;Жевачка;Жвачка бебето 36 гр;шт.;1,000;70,29;70,29;
;;;99062;Детские товары;Подгузники Хаггис Элит Софт 4 66шт;шт.;7,000;1080,00;7560,00;
;;;96221;Продукты Питания/Молочка/Сметана/Творог;Сметана Простоквашино 300гр 20пр;шт.;2,000;145,00;290,00;
;;;2000999844116;Химия/Для себя/Прокладки;Влажные салфетки Софиес орхидея 120 шт;шт.;10,000;80,00;800,00;
;;;1118742;Продукты Питания/Павильное Питание;Леденец со вкусом капучино;шт.;1,000;98,00;98,00;
;;;1118525;Сладкое/Конфеты/Печенья упаковки;Печенье половинки с арахисом 50 гр;шт.;11,000;30,85;339,30;
;;;110249;Напитки/Соки;Стом 0.5л Мультифрукт;шт.;2,000;80,85;161,70;
;;;107389;Сладкое/Мармелад/Драже/Карамель;Жвачка Хэлло Китти 25г;шт.;7,000;14,88;104,16;
;;;1118605;Электроника;Прожектор 10 вт космос;шт.;5,000;187,88;939,42;
;;;2000999844332;Электроника/Гаджеты;Часы смарт х;шт.;1,000;2250,00;2250,00;
;;;1118556;Химия/Для себя/Шампунь;Металлическая подставка для телефона;шт.;2,000;310,00;620,00;
;;;2000999844348;Химия/Для себя;Сильвер пена-очиститель для кроссовок;шт.;2,000;320,00;640,00;
;;;1115728;Напитки/Соки;Золотая Жизнь 0.3мл;шт.;55,000;33,33;1833,33;
;;;2000999844022;Игрушки;Кукла принцесса лио;шт.;2,000;700,00;1400,00;
;;;2000999844141;Напитки;Ачалуки 1.5 л груша;шт.;17,000;24,44;415,56;
;;;1119122;Детские товары;Фруто няня компот 0.2 мл;шт.;21,000;38,61;810,83;
;;;109527;Химия/Ароматная;Мармелад Бебето 80гр;шт.;16,000;93,68;1498,88;
;;;2000999844205;Детские товары;Бутылочка сказка 260 мл стекло;шт.;5,000;370,00;1850,00;
;;;195;Весовые товары/Мясное;Кумк Колбаса чесночная;кг;0,324;549,80;178,13;
;;;101373;Продукты Питания/Майонез/Кетчуп/Уксус и т.п.;Сода пищевая 500г;шт.;12,000;41,67;500,00;
;;;98555;Детские товары;Подгузники Хелен Харпер Софт энд Драй 6 40шт;шт.;7,000;645,00;4515,00;
;;;1118750;Игрушки;Мяч резиновый маленький;шт.;6,000;55,00;330,00;
;;;105545;весовые 1/Мясное1;Ассорти 0.7кг (Сладость);шт.;1,000;240,00;240,00;
;;;99731;Сладкое/Прочее/Готовый завтрак (Хлопья);Шоколадные шарики 400гр Леонардо;шт.;1,000;127,65;127,65;
;;;106803;Детские товары;Бутылки 300мл гросвиви;шт.;2,000;260,00;520,00;
;;;104148;Служебная группа;Тема детский творожок 95гр;шт.;11,000;39,20;431,20;
;;;96965;Продукты Питания/Молочка/Молоко/Кефир/Сливки;Молоко Дарман 1400мл 3.5-4.5пр;шт.;2,000;170,00;340,00;
;;;2000999844111;Химия/Для себя/Салфетки влажные;Влажные салфетки Леди 120 шт;шт.;11,000;79,00;869,00;
;;;1118867;Химия/Ароматная;Зубная паста сенситив 100 мл;шт.;1,000;187,82;187,82;
;;;713;Весовые товары/Конфеты;Конфеты Бочки Жако;кг;4,190;464,29;1945,36;
;;;1118115;Сладкое/Мармелад/Драже/Карамель;Карамель лазер;шт.;11,000;11,30;124,30;
;;;2000999843944;Игрушки;Пистолет черный мал;шт.;7,000;40,00;280,00;
;;;97017;Сладкое/Батончики/бисквиты/Батончики/Пирожные;Батончик Албени 55гр Улкер;шт.;8,000;43,00;344,00;
;;;2000999844299;Детские товары;Судокрем125 гр;шт.;4,000;350,00;1400,00;
;;;1119026;ДЛЯ КАССЫ/Посуда;Кружка сито;шт.;2,000;220,00;440,00;
;;;98754;Сушеные Рыба/Говядина;Ставридка 40гр Астраханкина;шт.;5,000;97,75;488,75;
;;;2000999844277;Детские товары;Порошок для стирки мепси 2.4 кг;шт.;2,000;400,00;800,00;
;;;101336;Посуда;Овощерезка Арт 136;шт.;3,000;330,00;990,00;
;;;1118853;Химия/Ароматная;Маршмеллоу 60 грмм;шт.;12,000;78,09;937,08;
;;;98745;Продукты Питания/Крупы/Макароны/Хлопья/Крупы;Рис Индийский Тамаша 1 кг;шт.;4,000;200,00;800,00;
;;;111430;Напитки/Соки;Гуниб 0.5л Ананас;шт.;15,000;78,24;1173,60;
;;;110021;Служебная группа;Батончик Нут-Го 50гр с клюквой Глаз;шт.;4,000;25,65;102,58;
;;;1119110;Посуда;Протеиновый десерт кейк кокос;шт.;1,000;96,00;96,00;
;;;1118817;Напитки/Соки/Энергетик;Энергетик болд жб 0.250мл;шт.;121,000;72,90;8820,90;
;;;105568;Детские товары;Салфетки Влажные Я Самая 15шт;шт.;10,000;20,50;205,00;
;;;107680;Продукты Питания/Крупы/Макароны/Хлопья;Супер Клей 3гр Сити Уп;шт.;26,000;12,50;325,00;
;;;1118474;Электроника;Фейзфулл турбо;шт.;4,000;390,00;1560,00;
;;;1105;Весовые товары/Вафли вес;Печенье Царская Коллекция декор (Альфа);кг;1,426;223,67;318,95;
;;;103864;Напитки/Соки/Энергетик;Пиво безалкогольное Бад 0.45л ЖБ;шт.;15,000;60,42;906,25;
;;;97987;Химия/Для себя/Прокладки;Прокладки ОЛА для обил. выд. в индивид. уп. 8шт;шт.;3,000;80,56;241,68;
;;;2000999844020;Посуда;Гель для стирки Стиралити 1 л;шт.;2,000;210,00;420,00;
;;;106660;Сладкое/Конфеты/Печенья упаковки;Творожное 430гр (Морозов);шт.;4,000;99,66;398,64;
