Unnamed: 0,Unnamed: 1,Unnamed: 2,Код,Группа,Наименование,Ед. изм.,Количество,Приходная цена,Розничная цена
,,,1119422,Одежда/Носки/Гольфы,Носки мужские 1217,шт.,30,45,100
,,,5478,Фрукты/Овощи/Зелень/Зелень,Мята,шт.,33,52.5,85
,,,1119116,Семечки,Капучино гоолд 25 гр,шт.,95,13.5,20
,,,95752,Химия/Для себя/Мыло,Жидкое мыло 1000мл МИЛАНА,шт.,4,108.333333333333,135
,,,95193,Сладкое/Прочее/Милка,Милка мини бисквит 150 гр,шт.,6,135,185
,,,104221,Детские товары,Агуша Вода и Сок 300мл,шт.,6,57.3183333333333,80
,,,1118748,Игрушки,Сюрприз кошелек,шт.,7,129,160
,,,2000999844039,Напитки/Чай/Кисель,Плитка Лабубу 70 гр,шт.,5,300,385
,,,108772,Игрушки,Бассейн 58449,шт.,1,1665,2350
,,,99174,Жевачка,Однорукий бандит 50гр,шт.,4,95,150
,,,96926,Напитки/Вода,Кубай 5л,шт.,3,120,145
,,,1118839,Напитки/Соки,Липто манго 1 литр,шт.,24,132.64,170
,,,1119465,Игрушки,Игра сестра логато 3 шт,шт.,4,75,300
,,,109211,Детские товары,Подгузники Мерриес М 64 шт,шт.,2,1400,1680
,,,1118530,Напитки/Соки,Чай зеленый Крэйзивау 420 мл,шт.,3,56.4,80
,,,103578,Детские товары,Пюре Беби 90гр Груша,шт.,12,48,63
,,,1236,Напитки/Кофе/Какао/Сливки/Кофе,Бушидо 100гр Лайт Катана,шт.,4,780,947
,,,2000999844270,Детские товары,Губка для купания кидс,шт.,2,155,200
,,,2000999844320,Детские товары,Бимуника детский шампунь,шт.,2,267,337
,,,107396,Сушеные Рыба/Говядина,Чипсы из Индейка 40гр КРАФТ,шт.,7,105,137
,,,104215,Детские товары,Бэби Каша Рисовая с пребио-м без молока200гр,шт.,2,190,228
,,,614,Весовые товары/Конфеты,Конфеты Любимушка-Картошка,кг,1.952,291.2,318
,,,102762,Чипсы/Лейс,Лейс 37гр Краб,шт.,222,44.45,60
,,,96312,Продукты Питания/Морепродукты,Крабовые палочки имитация 200гр,шт.,3,134,160
,,,2000999844079,Детские товары,Барби в коробке 128,шт.,3,335,517
,,,1118702,Семечки,Чак чак контейнер,шт.,7,200,280
,,,29,Фрукты/Овощи/Зелень/Фрукты/Ягоды,Персик Плоск,кг.,22.504,198.630136986301,265
,,,100843,Сладкое/Прочее/Готовый завтрак (Хлопья),Эскимо Даканца  100 гр,шт.,4,116,140
,,,1118668,Сладкое/Конфеты/Печенья упаковки,Печенье Юбилейное 224 гр,шт.,8,66.8,110
,,,1118517,Сладкое/Прочее/Турецкие сладости,Мармелад улкер кола 50 гр,шт.,29,35,55
,,,96444,Продукты Питания/Майонез/Кетчуп/Уксус и т.п.,Майонез Слобода Сметанный 400мл 67пр,шт.,5,95.71,120
,,,1118445,Химия/Для себя,Крем для век роллер,шт.,5,110,250
,,,99267,Сладкое/Вафли/Зефир,Вафли Сладонеж 270гр,шт.,15,94.4444444444444,120
,,,4444,Фрукты/Овощи/Зелень/Фрукты/Ягоды,Ананас,шт.,14,350,415
,,,98611,Продукты Питания/Быстрое питание,Доширак Чан Рамен 86гр,шт.,12,61.1666666666667,78
,,,97708,Продукты Питания/Майонез/Кетчуп/Уксус и т.п.,Кетчуп Махеев 300гр шашлычный,шт.,4,66.74,95
,,,1119047,Электроника,Сетевой фильтр Космос 1.8 м,шт.,1,259.87,385
,,,1118697,Химия/Для себя/Полость рта,Зубная щетка колгейт классика,шт.,6,47,75
,,,1119555,Сладкое/Прочее/Киндер,Жарим мясо универсальный 300 гр,шт.,2,125,153
,,,2000999844458,Для дома/Салфетки,Шампунь для белой обуви,шт.,5,166,
,,,2000999843940,Игрушки,Игровой набор утюг с доской,шт.,1,950,1425
,,,108049,Для дома/Салфетки,Бумажные полотенца Папиа 3сл 2рул,шт.,8,88.2,115
,,,95738,Посуда/Средство для мытья посуды,Губка с дозатором 6мл СИЛЬВЕР,шт.,6,134,165
,,,2000999844256,Детские товары,Леврана магнивая соль для ванн,шт.,2,372,447
,,,97201,Химия/Для себя/Салфетки влажные,Влажные салфетки Комфорт 25шт,шт.,5,46.3,60
,,,98215,Напитки/Соки,Кока Кола 0.33л Ж Б без сахара,шт.,24,43.75,65
,,,9816,ДЛЯ КАССЫ/Канцтовары/Для дома,Перец от джамили,шт.,3,130,170
,,,103699,Фрукты/Сухофрукты,Кешью сырой 250гр Фуджейра (Альфа),шт.,3,246.5,307
,,,65,Весовые товары/Выпечка,ВС Делия с курагой (АНЮТА) 30сут (Альфа) 28дн,кг,0.00400000000000012,243.333333333333,325
,,,91,Весовые товары/Конфеты,Конфеты Кофейная карамель,кг,3,308,365
,,,107609,Сладкое/Шоколадные плитки/пасты,Плитка БэбиФокс 90гр,шт.,7,116.15,143
,,,101264,Химия/Ароматная,Пинчерс мал,шт.,2,160,198
,,,1118676,Химия/Машинный отдел,Шампунь шаома 800 мл,шт.,2,362,450
,,,108579,Фрукты/Сухофрукты,Цукаты Кубики 300гр Короа Кавказа,шт.,6,138,170
,,,98473,Детские товары,Пюре фруто няня 100гр Фруктовый салатик стекло,шт.,38,44,60
,,,98963,Сладкое/Прочее/Милка,Плитка Милка Орео Бровн 100гр,шт.,1,103,140
,,,108417,Детские товары,БиоТворог Ябл Банан 100гр Фруто Няня,шт.,3,52.42,65
,,,1115615,Фрукты/Сухофрукты,Аразис в Скорлупе 150гр Короа Кавказа,шт.,2,78,105
,,,1119538,Сладкое/Батончики/бисквиты,Любятово колечки 190 гр,шт.,2,130,160
,,,96649,Продукты Питания/Молочка/Сыр/Копченый Сыр,Сыр плавленый Фетакса 200гр,шт.,3,180,222
,,,1116304,Продукты Питания/Молочка/Сметана/Творог,Коктейль Активе энержи тропик 230 мл,шт.,18,73.5,100
,,,1119671,Химия/Для себя/Прокладки,Мыло Джонсон 125 гр,шт.,10,59,85
,,,1118170,Хлеб,Лаваш оригинал 270 гр,шт.,2,94.85,125
,,,2000999844284,Детские товары,Гель для стирки Юкосан 1 л  крокус,шт.,2,300,375
,,,102434,Продукты Питания/Консервы/Мясо,АМ Тушенка Домашняя 338гр (птица),шт.,7,263.01,310
,,,95921,Напитки/Соки,ОТ ВИНТА 0.45л Ассорти,шт.,25,58.5,85
,,,1118479,Продукты Питания/Консервы/Мясо,Паштет с паприкой 95 гр,шт.,7,199.64,238
,,,1118964,Напитки/Чай/Кисель,Чай Бета лимон 25 п,шт.,8,66,90
,,,104825,Чипсы,Сол Джамиля Огурцы 1.5л,шт.,3,380,450
,,,2000999844306,Детские товары,Контейнер для смеси,шт.,8,430,537
,,,2000999844336,Сладкое/Мороженое,Мороженое лоток 1 кг клубника,шт.,3,280,340
,,,95740,Посуда/Средство для мытья посуды,Губка для обуви широкая СИЛЬВЕР,шт.,6,96,125
,,,63,Весовые товары/Выпечка,Пряники агеевские с абрикосом  (Альфа),кг,4.5,300.666666666667,
,,,1119444,Напитки/Соки,Сады придонья морс клюква 1 л,шт.,8,123.16,150
,,,1119042,Химия,Чистящее средство удаление грибка,шт.,3,207,248
,,,1119268,Химия/Бытовая химия,Доместос чистящее средство для унитаза 500 мл,шт.,6,116.16,157
,,,105921,Напитки/Соки,Смешарики 0.35л,шт.,9,56,85
,,,106313,Сладкое/Вафли/Зефир,Сухари сдобные с изюмом 1.5кг,шт.,1,415,497
,,,98187,Продукты Питания/Мука/Сахар/Соль/Крахмал,Соль илецкая 1000гр Руссоль м/у,шт.,8,17.5,28
,,,2000999844325,Детские товары,Соска прищепка будь здоров,шт.,2,80,115
,,,98501,Напитки/Соки,Нутелла Бисквит 41.4гр,шт.,21,74,100
,,,104239,Служебная группа,Торнадо 0.5,шт.,6,115,145
,,,1114,Весовые товары/Выпечка,Башаров Колбаса Телячья Нальчикский МК,кг,2.691,319.004444444444,395
,,,105230,Служебная группа,Попкорм Карамельный 200гр,шт.,16,44.6,85
,,,1118330,Химия/Для себя/Бритвы,Станки женские 4 шт,шт.,6,50,80
,,,95488,Химия/Бытовая химия,ВС-Гель Грасс,шт.,3,152.1,183
,,,1119149,Продукты Питания/Консервы/Мясо,Тушенка халяль 500 гр,шт.,6,175,235
,,,96483,Продукты Питания,Колбаса Султановская средняя,шт.,34,170,205
,,,107130,Продукты Питания/Крупы/Макароны/Хлопья/Крупы,Рис 2кг Корона Каваказа Премиум,шт.,3,176,215
,,,110431,Химия/Бытовая химия/Порошки,Порошок Перос 1.5кг,шт.,5,258,310
,,,170,Весовые товары/Выпечка,Сухари Терранателли,кг,2.088,256.666666666667,335
,,,98028,Напитки/Соки,Сок Джампер 0.33,шт.,4,55.8333333333333,75
,,,2000999844282,Детские товары,Бальзам для мытья посуды 500 мл памперс,шт.,2,133,165
,,,1118974,ДЛЯ КАССЫ/Посуда,Сушилка для посуды,шт.,4,235,485
,,,108423,Фрукты/Сухофрукты,Манго шт,шт.,13,185.714285714286,237
,,,95168,Семечки,Арахис жареный в скорлупе 165гр Корона-К,шт.,7,47,75
,,,2000999844059,Жевачка,Плитка Beast 60 гр,шт.,2,250,350
,,,109481,Сигареты,Чапман Зел,шт.,29,250,315
,,,95940,Сигареты,Парламент Аква,шт.,34,300,325
,,,1119519,Служебная группа,Носки мужские 6296,шт.,4,31,87
,,,654,весовые 1/Молочка вес,ВС Козинаки ассорти круглые мини,кг,3.264,298.333333333333,365
,,,1118844,Напитки/Кофе/Какао/Сливки,Какао белый мишка 150 гр,шт.,1,53,80
,,,100163,Продукты Питания/Крупы/Макароны/Хлопья/Крупы,Пшено 1кг Цолода,шт.,3,45,66
,,,404,Весовые товары/Драже,Мармеладные дольки Фруктовый Нектар 160сут (Альфа),кг,2.456,292,375
,,,95349,Напитки/Вода,Пилигрим 1.5л,шт.,3,60,85
,,,1118114,Продукты Питания/Полуфабрикаты,Вареники с творогом мерз дар,шт.,9,300,360
,,,103402,Продукты Питания/Консервы/Мясо,Шпроты в масле 175гр Золотистая рыбка ЖБ,шт.,4,171.62,190
,,,2000999843980,ДЛЯ КАССЫ/Аксессуары,СУЗ блок-73,шт.,2,400,600
,,,96950,Жевачка,Жевачка Ментос 60гр,шт.,10,160,220
,,,1116033,Электроника/Гаджеты,Фейзфулл FZ28,шт.,1,420,600
,,,882,Весовые товары/Вафли вес,Драже Ежики В Цветном Сахаре (Альфа)( Олимп),кг,3.734,188.8,265
,,,97710,Продукты Питания/Майонез/Кетчуп/Уксус и т.п.,Соус Махеев 230гр Барбекю с ароматом дыма,шт.,6,78.42,105
,,,108576,Фрукты/Сухофрукты,Фисташки 250гр Короа Кавказа,шт.,4,347,417
,,,1119470,Для дома/Скотч/Изолента,Пемза зингер 802,шт.,3,180,230
,,,1200,Напитки/Чай/Кисель,Чай Муслим черный 90 гр,шт.,9,135,162
,,,1116268,Химия/Для себя,Ватные диски я самая 120 шт,шт.,2,55.08,85
,,,97695,Сладкое/Прочее/Милка,Милка Чоко десерт 128гр,шт.,24,130,180
,,,2000999844017,Детские товары,Бутылка малышам 125 мл,шт.,4,190,250
,,,1118760,Игрушки/Машинки,Кукла гирл романтика,шт.,1,650,950
,,,174,Весовые товары/Выпечка,Печенье шоколадное кузнецов 6мес (Альфа),кг,1.948,157.333333333333,215
,,,103329,Напитки/Чай/Кисель,Чай Кежо 200гр Зеленый,шт.,9,139.14,175
,,,2000999843999,ДЛЯ КАССЫ/Аксессуары,Батарейки перферо 389,шт.,2,120,160
,,,107031,Продукты Питания/Крупы/Макароны/Хлопья/Крупы,Крупа Дружба рис и пшена 400гр 5пак Увелка,шт.,1,75.99,115
,,,107196,Фрукты/Сухофрукты,Финики 300гр Алжир (Фуджейра),шт.,2,115,145
,,,1116962,Игрушки,Лол кукла набор,шт.,2,136,200
,,,1118948,Чипсы,Хлебцы кориандр и тмин 100 гр,шт.,3,70.96,95
,,,106866,Сладкое/Мармелад/Драже/Карамель,Драже Молочный шоколад в цвет глазури 500гр,шт.,2,332.67,398
,,,9987,Обувь,Кроксы 1,шт.,2,630,870
,,,1118729,Игрушки/Пистолеты/Мячи,Пищалка курица в сетке,шт.,2,120,170
,,,1118406,Служебная группа,Мармелад чупа чупс страйпсы яблоко 120 гр,шт.,3,154.54,197
,,,111070,Фрукты/Овощи/Зелень/Фрукты/Ягоды,Чай Азер с Имбирем и лимоном 25 пакетиков,шт.,5,88,115
,,,104805,Продукты Питания/Консервы/Мясо,За Родину Скумбрия 185гр,шт.,4,135.79,165
,,,99536,Химия/Для себя/Полость рта,Зубная паста Колгейт 100мл,шт.,23,95,125
,,,1118792,Канцтовары,Альбом для рисования 24 л,шт.,2,68,110
,,,1117897,Сигареты,Собрание тонкое,шт.,2,264,285
,,,95288,Напитки/Соки,Сок Вико 1л,шт.,61,118.47,160
,,,45,Фрукты/Овощи/Зелень/Фрукты/Ягоды,Виноград Черный,кг,32.028,83.3333333333333,180
,,,1118437,Химия/Для себя,Сыворотка для лица 100 мл,шт.,5,65,250
,,,2000999844411,Весовые товары/Выпечка,Трайфл Танзила,шт.,3,300,
,,,109181,Электроника,Лампа Шар 40вт  Космос Е27,шт.,2,264.484,345
,,,97664,Продукты Питания/Молочка/Молоко/Кефир/Сливки,Сливки Петмол 500гр 33пр,шт.,6,359.994285714286,485
,,,1119750,Сладкое/Мармелад/Драже/Карамель,Кит кат 40 гр,шт.,16,66,90
,,,100990,Фрукты/Сухофрукты,фисташки премиум турция 250гр,шт.,5,259.5,345
,,,106099,Продукты Питания/Быстрое питание,Лапша Палдо 110гр,шт.,8,141.666666666667,170
,,,2000999843957,Химия/Для себя,Стич два цветка,шт.,1,1250,1750
,,,2000999844394,Химия/Для себя/Полость рта,Аэрозоль Glade 300 мл солнце,шт.,4,123.58,0
,,,2000999844442,Сладкое/Прочее,Батарейка Кодак МАХ 1 шт,шт.,4,64.17,
,,,764,Весовые товары/Конфеты,Конфеты Кислинка,кг,1.156,293,350
,,,1118138,Химия/Для себя/Крем,Крем роллер вокруг глаз,шт.,10,55,200
,,,2000999844298,Детские товары,Соска пустышка будь здоров день-ночь,шт.,3,208,257
,,,103530,Сладкое/Домашняя выпечка,Мороженое мини Азбука Вкуса,шт.,7,245,294
,,,103483,Продукты Питания/Полуфабрикаты,Булочки для БУргера с кунжутом 3 х 56гр БагерСтар,шт.,20,89.6,117
,,,1119617,Химия/Для себя,Лего кубики 95 дет,шт.,1,1200,1750
,,,1115669,Продукты Питания/Молочка/Сгущенка,Сгущенка 370гр ж/б Фооджейра,шт.,13,68.8,107
,,,1119320,Напитки/Кофе/Какао/Сливки/Кофе,Кофе арабика для турки классик 100 гр,шт.,2,158.74,192
,,,106074,Сладкое/Батончики/бисквиты/Батончики/Пирожные,Джумка Карамель 37гр,шт.,20,22.8846666666667,32
,,,110606,Сладкое/Шоколадные плитки/пасты,Альпен Голд 75гр Пористый,шт.,12,99.99,120
,,,1116182,Сухарики,Русские сухарики 50 гр,шт.,18,41.96,58
,,,105779,Служебная группа,Чококрем 650гр Улкер,шт.,1,527,632
,,,1119680,ДЛЯ КАССЫ/Посуда,пусто,шт.,98,5.5,120
,,,993,Фрукты/Овощи/Зелень/Фрукты/Ягоды,Нектарин мелкий,кг,10.612,169.090909090909,235
,,,1119611,Химия/Для себя,Зайка в клетчетом платье,шт.,8,380,580
,,,1118877,Химия/Бытовая химия,Освежитель воздуха  250 мл,шт.,15,266,320
,,,98498,Сладкое/Прочее/Милка,Милка Чоко Трио 150гр,шт.,7,280,300
,,,103558,Для дома,Клей Монолит 3гр 3сек,шт.,46,8.33333333333333,20
,,,1119427,Одежда/Носки/Гольфы,Носки уют серые,шт.,20,38,95
,,,100782,Сладкое/Мороженое,мороженное королевское шоколад 900 гр,шт.,1,210,255
,,,96432,Продукты Питания/Молочка/Молоко/Кефир/Сливки,Молоко Савушкин 1л 3.1пр,шт.,1,124.2,150
,,,1119421,Одежда/Носки/Гольфы,Носки беонино белые,шт.,10,30,100
,,,1119544,Продукты Питания/Мука/Сахар/Соль/Крахмал/Сахар,Сахар кусковой мятный 450 гр,шт.,4,130,158
,,,1119589,Химия/Для себя/Шампунь,Пилка для ногтей,шт.,11,30,50
,,,1119430,Одежда/Носки/Гольфы,Носки муж уют,шт.,5,40,100
,,,1119620,Химия/Для себя,Мягкая кукла фатин,шт.,1,550,850
,,,97153,Для дома,Пакеты Фа,шт.,95,97.5,135
,,,1119390,Фрукты/Сухофрукты,Пряники к чаю 500 гр мир сладостей,шт.,4,82.32,110
,,,110269,Сладкое/Конфеты/Печенья упаковки,Рулет в ассортименте,шт.,3,420,507
,,,95088,Сладкое/Конфеты/Печенья упаковки,Слойка с сахаром (Ушки) 600гр (Альфа),шт.,2,142,195
,,,103472,Продукты Питания/Морепродукты,Сельдь 180гр В масле Мое море,шт.,1,100.8,128
,,,1118939,Посуда,Стаканы 6 шт,шт.,1,680,985
,,,257,Весовые товары/Вес,Печенье заварное Хрустики Арма,кг,0.356,590,695
,,,54,Весовые товары/Вафли вес,Вафли Ням Нямка 8мес (Альфа) 131дн,кг,0.499999999999999,289.714285714286,365
,,,2000999844043,Напитки/Чай/Кисель,Протеиновое печенье марс 60 гр,шт.,22,190,240
,,,874,Весовые товары/Конфеты,Конфеты Тоффико,кг,3,298,368
,,,1115658,Напитки/Соки,Сельдь По царски с дымом 200гр,шт.,3,150,180
,,,1502,Фрукты/Овощи/Зелень/Зелень,Кинза,шт.,94,19.2307692307692,45
,,,1118415,Напитки/Соки,От Мартина 1 л тархун,шт.,2,80,110
,,,341,Весовые товары/Мясное,АМ Сосиски домашние,кг,1.309,383.990394877268,465
,,,105898,Игрушки,Фонтан МФ-001,шт.,6,150,200
,,,100322,Сладкое/Прочее/Милка,милка фундук и изюм85гр,шт.,6,103,145
,,,1119107,Химия/Бытовая химия/Порошки,Подгузники хелен харпер 5,шт.,4,440,528
,,,1119017,ДЛЯ КАССЫ/Посуда,Чайник эмаль 3.5 л,шт.,2,1000,1850
,,,1118473,Электроника,Фейзфулл 19а,шт.,3,270,400
,,,96378,Сладкое/Мороженое,Пломбир 1кг 15пр Коровка,шт.,2,600,720
,,,26,Фрукты/Овощи/Зелень/Овощи,Бурак,кг,5.53,38.4615384615385,75
,,,836,Весовые товары/Конфеты,Конфеты Имбирные,кг,3,248,325
,,,1087,Весовые товары/Выпечка,Сушки Хрусти Малютка в Глазури (МС),кг,0.348,249.54,338
,,,2499,Напитки/Соки,Компот Курага домашний 1л,шт.,5,120,170
,,,1118827,Чипсы,Начос 220 гр барбекю,шт.,6,115.47,150
,,,1118563,Химия/Для себя/Бритвы,Кусачки 1,шт.,1,300,400
,,,1118836,Кошачьи товары,Вискас желе 75гр,шт.,20,26.99,35
,,,1118457,Сладкое/Мороженое,Экскимо Ферреро Роше 50 гр,шт.,34,220,265
,,,103527,Химия/Для себя/Шампунь,Шампунь Докса лайф 600мл,шт.,8,152,185
,,,95462,Напитки/Соки,Менди 0.5л,шт.,50,50.9,85
,,,1119630,Химия/Для себя,Набор посуды детская,шт.,1,300,450
,,,102803,Сладкое/Домашняя выпечка,Пирожное Микадо Азбука Вкуса,шт.,3,300,360
,,,100716,ДЛЯ КАССЫ/Кухня,Китикет сочная говядина в желе 85 гр,шт.,9,23.99,35
,,,100019,Сладкое/Прочее/Милка,Милка Плитка 280гр Триоладе,шт.,3,325,397
,,,1118615,Химия/Бытовая химия,АКС спрей 150 мл муж,шт.,3,175,200
,,,1119002,ДЛЯ КАССЫ/Посуда,Кружка элит 1.1 л,шт.,8,43,90
,,,101384,Хлеб/Хлеб1,Буханка Салам,шт.,80,42,50
,,,95699,Сладкое/Мармелад/Драже/Карамель/М энд Мс/Скитлс/ и тп,Драже скитлс 70гр,шт.,12,60.79,100
,,,2000999844405,Продукты Питания/Крупы/Макароны/Хлопья/Крупы,Нут Мистраль 450 гр,шт.,4,114.64,0
,,,106035,Напитки/Соки,J7 Ассорти 0.97л т/пакет,шт.,14,144.07,320
,,,1119368,Продукты Питания/Консервы/Зелень,Ободок мягкий,шт.,4,87.5,200
,,,1119530,Служебная группа,Носки м 1887,шт.,21,85,140
,,,2000999844351,Химия/Для себя,Сильвер губка для обуви,шт.,6,96,125
,,,95282,Напитки/Соки,Сок Вико 0.2 л,шт.,7,36.08,50
,,,98616,Химия/Для себя/Бритвы,Станки железные Рапира,шт.,5,110,160
,,,1119072,Канцтовары,Калькулятор 705,шт.,1,500,685
,,,97393,Напитки/Чай/Кисель,Чай Муслим черный 400 гр,шт.,7,545,648
,,,1116659,Продукты Питания/Консервы/Зелень,Фасоль Красная 700 гр Корона Кавказа,шт.,4,112,140
,,,95409,Детские товары,Пюре Фруто няня стекло Ассорти 80гр,шт.,18,44.1666666666667,58
,,,1118379,Игрушки,Надувной матрас 2,шт.,1,810,1300
,,,2000999844448,Химия/Для себя/Полость рта,Шампунь хаир 600 мл,шт.,12,127.5,
,,,1119738,Продукты Питания/Крупы/Макароны/Хлопья/Крупы,Чечевица красная корона кавказа 700 гр,шт.,5,60,85
,,,1118402,Электроника/Гаджеты,Аукс фп 31,шт.,8,150,300
,,,98240,Сладкое/Мармелад/Драже/Карамель/М энд Мс/Скитлс/ и тп,МэндМс 360гр с арахисом,шт.,14,350,415
,,,1119604,Игрушки,Фонтан МФ-0041,шт.,8,65,100
,,,1119158,Служебная группа,Игра мафия,шт.,3,650,875
,,,1119477,Сушеные Рыба/Говядина,Печенье Ккукис 0.6 Сладость,шт.,1,386,465
,,,95108,Продукты Питания/Мука/Сахар/Соль/Крахмал,Сода пищевая 500гр,шт.,2,40,58
,,,1119261,Кошачьи товары,Лоток для кошек сима,шт.,1,300,385
,,,1117005,Продукты Питания/Полуфабрикаты,Чцпа чупс шупучая,шт.,1,39.5473333333333,60
,,,96765,Сладкое/Прочее,Рафаэлло 150гр Ассорти,шт.,1,205,275
,,,464,Весовые товары/Выпечка,Пряники Агеевские  Чизкейк 5мес (Альфа),кг,0.346,268.285714285714,348
,,,1119220,Химия/Для себя/Мыло,Сетка чистюля 2 шт,шт.,15,17.5,30
,,,100738,ДЛЯ КАССЫ/Кухня,Йогурт экспонента 250 гр манго кокос,шт.,8,160.666666666667,195
,,,108845,Сладкое/Домашняя выпечка,Орешки 600гр Сладкий Сюрприз,шт.,7,231.25,295
,,,2000999844114,Химия/Для себя/Салфетки влажные,Влажные салфетки детские 72 шт,шт.,8,57,100
,,,2000999844011,Весовые товары/Конфеты,Печенье Аленка бабл-гам 120 гр,шт.,4,158.3325,190
,,,100295,Для дома/Салфетки,Бумажные полотенца Фамилия 2сл 2р Весенний цвет,шт.,3,77.9,110
,,,1119448,Напитки/Соки,Гуниб яблоко 0.75 мл,шт.,6,98.29,125
,,,1116394,Сладкое/Батончики/бисквиты,7 Дейз Рулет какао 200 гр,шт.,10,102,130
,,,109109,Продукты Питания,Рыба Шамайка М,шт.,2,70,150
,,,97286,Продукты Питания/Крупы/Макароны/Хлопья/Крупы,Рис Индийский 1121 2кг,шт.,2,370,445
,,,1119378,Посуда/Средство для мытья посуды,Гирлянда дождь 1.5 м,шт.,2,150,300
,,,1116246,Фрукты/Сухофрукты,Финики Халиф 500 гр,шт.,23,245,297
,,,95258,Продукты Питания/Консервы/Мясо,За родину Шпроты в масле 175 гр,шт.,6,147.36,180
,,,1119771,Продукты Питания/Полуфабрикаты,Стрипсы куриные 700 гр хазчам,шт.,5,570,0
,,,1118389,Одежда,Киндер крис 34 гр,шт.,9,129.99,125
,,,1118714,Сладкое/Прочее/Милка,Плитка милка Biscoff 90 гр,шт.,6,115,150
,,,1118149,Напитки/Соки,Денеб 0.45 мл жб,шт.,169,53.9,80
,,,102520,Сладкое/Домашняя выпечка,Неженка Азбука Вкуса,шт.,1,300,360
,,,105302,Напитки/Соки,Сок Черноголовка Тархун 2л,шт.,10,113.333333333333,140
,,,825,Весовые товары/Драже,Драже арахис в шоколадной и цветной глазури (Альфа) 3мес,кг,2.692,422,545
,,,1118696,Напитки/Соки,Зубная щетка колгейт средней жесткости,шт.,5,56,85
,,,1119298,Продукты Питания/Молочка/Йогурт/Пудинг,Даниссимо десерт фисташка 110гр,шт.,1,49.59,88
,,,110298,Продукты Питания/Молочка/Сыр/Копченый Сыр,Сыр плавленый Сливочный 200гр Бургер,шт.,10,135.9,164
,,,98886,Напитки/Соки,Мохито манго 0.45л,шт.,12,52,75
,,,431,Весовые товары/Молочка весовая,Масло сливочное Вкусная Сказка синяя деш,кг,6.561,315.001297016861,398
,,,96480,Продукты Питания/Молочка/Молоко/Кефир/Сливки,Кефир Кубанская Буренка 950гр 2.5пр,шт.,236,93.3333333333333,115
,,,1118373,Игрушки,Бассейн 1.52 на 25 см,шт.,1,1035,1500
,,,97177,Продукты Питания/Мариновки,Огурцы с зеленью в заливке 1500гр,шт.,3,151,187
,,,1118495,Сладкое/Домашняя выпечка,Чайник электрический 1.8л,шт.,1,714.29,1300
,,,1167,Продукты Питания/Молочка/Сыр/Копченый Сыр,Сыр плавленый сливочный 400гр ЧАБАН,шт.,1,280,336
,,,99256,Напитки/Вода,Пилигрим 0.25л,шт.,2,31.25,45
,,,1115912,Продукты Питания/Консервы/Мясо,Килька в Т/С 240 гр Доброфлот Балтийская неразделанная,шт.,4,83.19,137
,,,103346,Продукты Питания/Крупы/Макароны/Хлопья,Рис ханский 1кг Марва,шт.,9,85,117
,,,1119060,Канцтовары,Бумага для заметок стамм,шт.,3,82,118
,,,1118576,Служебная группа,Миски Голд,шт.,9,800,1200
,,,1119609,Химия/Ароматная,Зажигалка дорогая,шт.,31,300,485
,,,105460,Напитки/Соки,Натахтари Апельсин 1л,шт.,35,110,165
,,,98470,Детские товары,Детское печенье Фруто Няня 120гр,шт.,3,115,150
,,,98710,Жевачка,Жевачка Ментос Айс 9шт 12.9гр,шт.,22,27.7777777777778,45
,,,1118418,Продукты Питания/Полуфабрикаты,Стрипсы куриные Вкуснотеево 500 гр,шт.,1,330,400
,,,1118384,Игрушки,Круг для моря 4,шт.,2,450,700
,,,97061,Напитки/Вода,Минералка Мевер  0.75л спорт,шт.,49,34.5,50
,,,2000999843956,Химия/Для себя,Стич 45 см,шт.,1,700,1100
,,,109066,Напитки/Соки/Энергетик,Сок Добрый Кола лимон 0.5л,шт.,24,52.66625,75
,,,95482,Химия/Бытовая химия,Чистящее средство Дос - Спрей 600мл Грасс,шт.,3,130.5,175
,,,2000999844085,Детские товары,Кукла вкоробке 500,шт.,2,415,685
,,,97530,Продукты Питания/Быстрое питание,Биг Бон 75гр лапша,шт.,12,24.5833333333333,33
,,,1119492,Химия/Для себя/Шампунь,Пинцет зингер 802,шт.,4,60,95
,,,2000999844259,Детские товары,Бимуника масло 200 мл,шт.,3,267,335
,,,769,Весовые товары/Конфеты,Конфеты Отломи с ахарисом и изюмом,кг,2.334,488.75,745
,,,1118387,Игрушки,Надувной круг 490,шт.,1,490,785
,,,1119419,Весовые товары/Мясное,Печенье Аленка с клюквой 140 гр,шт.,10,142.286,185
,,,104879,Продукты Питания/Молочка/Сыр/Копченый Сыр,Сыр Чечил Коса С Перцем Чили 100гр,шт.,50,85,118
,,,57,весовые 1,Пряник Тигровый Длиный (Арма),кг,6.436,136.428571428571,197
,,,1118208,Служебная группа,Набор от Chanel ( помада И духи),шт.,3,189,300
,,,1118891,Электроника/Гаджеты,Тройник 2013,шт.,2,380,485
,,,109725,Фрукты/Сухофрукты,Изюм Гибрид 300гр Фооджейра,шт.,5,157.75,200
,,,1117396,Сладкое/Конфеты/Печенья упаковки,Напиток кофейный 0.25 мл,шт.,11,117.04,145
,,,109896,Детские товары,Подгузники Хаггис мальчикам 5 56шт,шт.,2,1080,1300
,,,1118538,Напитки/Соки,Акапелла гранат мохито 0.4 мл,шт.,8,50.4166666666667,75
