Unnamed: 0,Unnamed: 1,Unnamed: 2,Код,Группа,Наименование,Ед. изм.,Количество,Приходная цена,Розничная цена
,,,105147,Служебная группа,Кетчу Махеев Болгарский 300гр,шт.,11,70.25,95
,,,2000999844296,Детские товары,Соска бибс рисунок,шт.,1,500,625
,,,1117437,Сладкое/Батончики/бисквиты,Печенье крембер 90 гр,шт.,9,49.361,75
,,,1118488,Напитки/Соки/Энергетик,Пиво безалкогольное Жатецкий гусь 450 мл жб,шт.,1,65.2104166666667,100
,,,96895,Продукты Питания/Мука/Сахар/Соль/Крахмал,Мука 5кг Снежана,шт.,3,200,245
,,,109650,Химия/Для себя/Мыло,Мыло Хозяйственное 72пр 250гр,шт.,28,39.5,57
,,,96913,Напитки/Вода,Байкал 0.85л,шт.,2,90,125
,,,98243,Химия/Бытовая химия,Средство для белья 1440мл АБС,шт.,12,240,305
,,,104393,Служебная группа,Печенье Сливочное настроение 430гр,шт.,2,99.66,125
,,,1119416,Весовые товары/Мясное,Пирожное Пломбирка 40 гр,шт.,10,25.746,45
,,,1119560,Химия/Для себя,Пупа пудра оригинал,шт.,4,880,1100
,,,1248,Напитки/Чай/Кисель,Чай Азер Зеленый 100 гр,шт.,7,62,90
,,,1115992,Сушеные Рыба/Говядина,Кальмар 100 гр Флотская,шт.,2,201.88,265
,,,1119185,Канцтовары,Дневник хатбер,шт.,2,45,100
,,,1119152,Продукты Питания/Консервы/Мясо,Печенье малышам 250 гр,шт.,8,110,145
,,,1229,Напитки/Чай/Кисель,Чай Джамал 450 гр,шт.,5,631,757
,,,102516,Сладкое/Домашняя выпечка,Рулет меренговый Азбука Вкуса,шт.,3,590,710
,,,1118884,Продукты Питания/Павильное Питание,Киндер Яйцо 70 гр,шт.,2,364.833333333333,485
,,,2000999844188,Сладкое/Прочее/Милка,Жевательная резинка баблфрукт 12 гр,шт.,30,9.45,15
,,,2000999844261,Детские товары,Бимуника жидкое мыло-крем,шт.,2,211,265
,,,1118040,Сладкое,киндер джой 20гр,шт.,25,110,135
,,,103212,Кошачьи товары,Корм Китикет 800гр Мясной пир,шт.,8,210,227
,,,1115921,Фрукты/Овощи/Зелень/Фрукты/Ягоды,Абрикос новый маленький,шт.,4,200,267
,,,1117398,Продукты Питания/Консервы/Мясо,Скумбрия филе 170 гр,шт.,3,151.68,185
,,,105913,Служебная группа,Протеиновые Батончики 40гр,шт.,17,37.61,55
,,,96112,Продукты Питания/Молочка/Йогурт/Пудинг,Йогурт питьевой Эрмигурт 290гр,шт.,27,73,98
,,,2000999844032,Продукты Питания/Молочка/Йогурт/Пудинг,Актибио питьевой злаки 870 гр,шт.,2,181.99,202
,,,104446,Продукты Питания/Майонез/Кетчуп/Уксус и т.п.,Томатная паста 700гр Кубанская трапеза,шт.,5,144.67,170
,,,1116547,Сладкое/Прочее,Мальтизерс 135 гр,шт.,1,270,325
,,,1119563,Химия/Для себя,Пудра силлари,шт.,2,780,985
,,,97706,Продукты Питания/Майонез/Кетчуп/Уксус и т.п.,Майонез Махеев Сметанный 800мл,шт.,1,148.81,178
,,,102290,Напитки/Чай/Кисель,Чай Тесс 25пак Плеасур,шт.,3,73,98
,,,1119424,Одежда/Носки/Гольфы,носки женские 2055,шт.,8,25,95
,,,2000999844314,Детские товары,Мепси кондиционер ополаскиватель 1 л,шт.,1,240,287
,,,102047,Масла/Масла подсолнечные/оливковое,Масло Мамрук 1л,шт.,14,143.333333333333,168
,,,1118381,Игрушки,Круг для моря 2,шт.,1,590,900
,,,1119203,Сладкое/Прочее/Киндер,Акульчев мяфли 310 гр,шт.,2,160,185
,,,106091,Сушеные Рыба/Говядина,Рыба Соломка Барбекю 15гр Флотская,шт.,12,34.78,55
,,,2000999844391,Химия/Для себя/Полость рта,Аэрозоль с блоком пион 269 мл,шт.,1,854.9,0
,,,1118746,Игрушки,Мыльные пузыри большие 1,шт.,22,85,130
,,,1119099,Химия/Для себя/Мыло,Салфетки влажные аура арбуз,шт.,9,45,70
,,,2000999844108,Весовые товары/Конфеты,Рахат лукум ассорти 700 гр,шт.,2,228,277
,,,1119708,ДЛЯ КАССЫ/Химия,Металлическая сетка Эмвэ,шт.,2,220,268
,,,105908,Служебная группа,Термопакет средний,шт.,16,100,150
,,,1118989,Продукты Питания/Консервы/Мясо,Килька балтийская 230 гр,шт.,6,90.72,120
,,,97897,Продукты Питания/Мука/Сахар/Соль/Крахмал/Сахар,Сахар кусковой 800гр АзерШекер мягкая упаковка,шт.,3,135,170
,,,100746,Жевачка,ментос фруктовый 37 г,шт.,13,30.8333333333333,50
,,,98708,Жевачка,Орбит мини классический 10.2гр,шт.,16,27.5,40
,,,101269,ДЛЯ КАССЫ/Кухня,Китикет аппетитная курочка в соусе 85 гр,шт.,20,23.99,35
,,,108655,Химия/Для себя/Бритвы,Бритва Бик Лади,шт.,10,170,210
,,,97075,яя Подарки,влажные салфетки ловулар,шт.,6,128.57,180
,,,1119469,Для дома/Скотч/Изолента,Пемза зингер 13802,шт.,3,185,235
,,,2000999843985,ДЛЯ КАССЫ/Аксессуары,Кабель Х-14,шт.,5,240,380
,,,1118082,Детские товары,Подгузники хелен харпер ночные 6 ка,шт.,1,440,528
,,,1118210,Служебная группа,Набор от Chahel 6 в 1,шт.,5,329,485
,,,1118334,Посуда,Карандаш кислородный для отбеливания и удаления пятен,шт.,3,150,185
,,,1119079,Продукты Питания/Павильное Питание,Семена чиа 150 гр национало,шт.,1,150,185
,,,1119272,Служебная группа,Биг бон лапша макс 110 гр,шт.,19,96.875,118
,,,1118869,Химия/Ароматная,Ваниш отбеливатель 500 гр,шт.,2,277,332
,,,103195,Напитки/Вода,Серноводская 1.5л Газ,шт.,30,1,55
,,,104067,Фрукты/Сухофрукты,Милка чоко ков 120гр,шт.,2,135,245
,,,104156,Химия,Маска Космитическая,шт.,21,12.6666666666667,75
,,,2000999844293,Детские товары,Ниблер силиконовый сказка,шт.,4,165,215
,,,1118662,Сладкое/Конфеты/Печенья упаковки,Печенье Любятово топленое молоко4610003254759,шт.,4,61.31,95
,,,321,Весовые товары/Вафли вес,Жев.Зефир Зефирчики Шоу (Азовчанка)  (МС) Арма,кг,3.894,344.5,445
,,,103684,Чипсы,Чипсы Корнерсы 50гр Паприка Чили,шт.,1,47.82,73
,,,1118231,Напитки/Кофе/Какао/Сливки,Экскимо красное,шт.,93,21,30
,,,2222,Фрукты/Овощи/Зелень/Фрукты/Ягоды,Грейпфрут,шт.,1,80,120
,,,103446,Одежда,Резинки в банке,шт.,30,60,120
,,,1118423,Чипсы,Начос 150 гр пикантная сальса,шт.,6,122,148
,,,1118507,Для дома/Мешки для мусора,Мусорные пакеты плюше 35 л,шт.,30,57.06,88
,,,109498,Напитки/Соки,Липтон 1л малина,шт.,12,134.25,170
,,,110213,Для дома,Удленитель 3м Космос,шт.,2,319.84,415
,,,2000999844281,Детские товары,Кабрита 180 гр,шт.,5,550,642
,,,9963,ДЛЯ КАССЫ/Подгузники,Тапочки 5,шт.,9,450,750
,,,524,Весовые товары/Выпечка,Кекс с черной смородиной альфа,кг,1.6,335,402
,,,870,Весовые товары/Мясное,АМ Колбаски чесночные,кг,0.00099999999999989,664.019480519481,798
,,,1118885,Продукты Питания/Павильное Питание,Роблокерсы яйцо,шт.,11,139.333333333333,185
,,,108027,Продукты Питания/Морепродукты,Торнадо 0.45л жб Бабл Гам,шт.,33,45.7,80
,,,1119103,Химия/Для себя/Мыло,Жидкое мыло 500 мл доха з,шт.,15,150,185
,,,94915,Сладкое/Вафли/Зефир,Венские вафли со вкусом банана 100гр АКУЛЬЧЕВ,шт.,2,55.19,80
,,,102752,Напитки/Соки,Сок Швелл 0.75л Вишня,шт.,6,142.166666666667,165
,,,1119239,Продукты Питания/Полуфабрикаты,Брокколи капуста агама 400 гр,шт.,3,171.85,210
,,,96941,Сладкое/Прочее/Милка,Милка чоко бровни 150гр,шт.,8,210,265
,,,1119346,Химия/Для себя/Крем,Лак для волос силет,шт.,2,127.08,185
,,,926,Весовые товары/Выпечка,Пряники Агеевские с Черникой 3мес Альфа,кг,0.825999999999999,280.232558139535,365
,,,940,Сладкое/Конфеты/Печенья упаковки,Конфеты Твикс Мини,кг,0.618,725,875
,,,107657,Напитки,Черноголовка Кола 0.33л жб,шт.,4,50,75
,,,1118045,ДЛЯ КАССЫ/Подгузники,десерт графские развалины,шт.,1,320,385
,,,2000999844384,Химия/Бытовая химия/Порошки,Дискрет прокладки норма,шт.,12,190,0
,,,1118671,Сладкое/Конфеты/Печенья упаковки,Печенье Юбилейное с хлопьями 224 гр,шт.,12,62.63,85
,,,1188,Напитки/Чай/Кисель,Чай МК 100 гр,шт.,5,60,85
,,,95684,Сладкое/Батончики/бисквиты/Батончики/Пирожные,Батончик Марс 50гр,шт.,16,44.4444444444444,55
,,,103376,Электроника/Гаджеты,СЗУ (блок) С25,шт.,5,470,650
,,,108217,Сладкое/Домашняя выпечка,Шарлотки / Бантики Азбука Вкуса,шт.,6,235,285
,,,330,Весовые товары/Мясное,Башаров Грудка Куриная в паприке,кг,3.331,716.001517450683,865
,,,1119245,Фрукты/Овощи/Зелень/Фрукты/Ягоды,Фреш 1.5л,шт.,2,39.42,60
,,,1119718,Продукты Питания,Золотой стандарт пломбир 500гр,шт.,1,465,547
,,,94824,Продукты Питания/Крупы/Макароны/Хлопья/Крупы,Крупа пшеничная 700 Исмаил,шт.,7,43,66
,,,1118455,Сладкое/Мороженое,Мороженое санта,шт.,2,18,28
,,,108173,Напитки/Соки/Энергетик,Стелла Артоис 0.44л 0.0пр Стекло,шт.,23,62.5,95
,,,109381,Чипсы/Принглс,Прингалс 165гр Сладкая Паприка,шт.,1,168.421052631579,260
,,,101241,Сладкое/Мармелад/Драже/Карамель,Карамель на палочке Буба 10гр,шт.,10,36.0416666666667,58
,,,2000999844008,Сладкое/Вафли/Зефир,Вафля простоквашино 40 гр,шт.,7,33.33,65
,,,2000999844173,Продукты Питания/Майонез/Кетчуп/Уксус и т.п.,Царь хлопья 6 злаков 400 гр,шт.,5,65.4,90
,,,2000999844253,Детские товары,Энта держатель,шт.,9,350,425
,,,100808,ДЛЯ КАССЫ/Кухня,Финики Алжир Ихляс 400 гр,шт.,11,115,145
,,,1119521,Служебная группа,Колготки детские Фенна,шт.,47,45,150
,,,2000999844203,Детские товары,Бутылочка Авент 330 мл,шт.,7,220,300
,,,1119100,Химия/Для себя,Шампунь  гель 500 мл,шт.,7,137.07,165
,,,97268,Детские товары,Симилак голд 1 от 0 до 6месяцев 800гр,шт.,2,1000,1308
,,,110524,Напитки/Чай/Кисель,Чай Джамал 200гр Бомба Пеко,шт.,2,310,372
,,,1117895,Сладкое/Мороженое,Мороженое хабиби малина,шт.,37,85,110
,,,100168,Сладкое/Мороженое,Мороженое Рустик,шт.,33,16,27
,,,101669,Масла,Масло Топленая Тульчинка 2.8кг,шт.,2,733.33,880
,,,1118338,Служебная группа,Духи мужские дольче и габбана 125 мл,шт.,3,329,2350
,,,1118359,Семечки,Ккукуруза хрустящая джин,шт.,12,41,0
,,,2000999843960,Химия/Для себя,Кукла в коробке с челкой,шт.,1,700,1085
,,,1117216,Чипсы,Русская картошка 80 гр,шт.,37,88.04,115
,,,1119556,Продукты Питания/Молочка/Сыр/Копченый Сыр,Сыр плавленный фетакса с маслинами 200 гр,шт.,3,180,218
,,,96897,Сушеные Рыба/Говядина,Кальмар 40гр Флотская,шт.,20,97.27,137
,,,799,Весовые товары/Мясное,Башаров колбаса Особая,кг,0.0549999999999999,424.001996007984,508
,,,2000999843970,Химия/Для себя,Аромасвеча в стакане,шт.,12,250,350
,,,102801,Сладкое/Домашняя выпечка,Торт в ассортименте Азбука Вкуса,шт.,14,840,1116
,,,108775,Игрушки,Жилет Детский,шт.,6,351,700
,,,606,Весовые товары/Выпечка,Конфеты Леди ночь чернослив,кг,3,568.5,681
,,,110984,Сладкое/Конфеты/Печенья упаковки,Земляничное 430гр (Мозрозова),шт.,5,99.66,125
,,,96853,Продукты Питания/Молочка/Молоко/Кефир/Сливки,Сливки 1л Декор Ап,шт.,6,291.67,350
,,,1118056,Продукты Питания/Молочка/Йогурт/Пудинг,Йогурт эпика без сахара 260 гр,шт.,1,69.99,115
,,,1115883,Жевачка,Жвачка Чупа Чупс 72 гр Баланова,шт.,1,164,200
,,,815,Фрукты/Овощи/Зелень,Яблоки Шафран,кг,1,143.241909176753,198
,,,108843,Сладкое/Домашняя выпечка,Баранки 350гр Николаевские,шт.,3,72.25,98
,,,1118810,Для дома,Матовый полироль,шт.,3,250,335
,,,1119590,Для дома,Зажигалка филнов,шт.,18,25,50
,,,94990,Чипсы,Чипсы 5D 45гр,шт.,74,16.975,25
,,,1206,Напитки/Чай/Кисель,Чай Принцесса НУРИ 25 пак 50 гр,шт.,12,42,60
,,,1118344,Служебная группа,Духи мужские лакоста 100 мл,шт.,3,329,2350
,,,111399,Детские товары,Подгузники Хаггис девочкам 7  40шт,шт.,1,1100,1320
,,,2000999844185,Сладкое/Прочее/Милка,Спрей смартфон 15 мл,шт.,29,17.25,35
,,,1119698,Продукты Питания/Консервы/Зелень,Косметичка 805,шт.,1,300,500
,,,2000999844397,Химия/Для себя/Полость рта,Аэрозоль Glade 300 мл сандал,шт.,4,127.24,0
,,,1116873,Сладкое/Вафли/Зефир,Мармелад бебетто 180 гр нов,шт.,7,155.93,190
,,,80,Весовые товары/Выпечка,Крыжовник,кг,1.366,450,585
,,,100276,Продукты Питания/Павильное Питание,Мюсли 280гр фруктовые ОГО,шт.,2,91.59,117
,,,1117506,Сладкое/Домашняя выпечка,Белковые трубочки азбука вкуса,шт.,1,190,228
,,,103080,Фрукты/Сухофрукты,Изюм черный крупный 300гр Аль Ихляс,шт.,7,160,200
,,,1119505,Химия/Для себя/Бритвы,Станки мужские греен плюс 5 шт,шт.,1,73,100
,,,101370,Сушеные Рыба/Говядина,Янтарная соломка путассу 25гр Бирка,шт.,4,29.67,48
,,,95,Весовые товары/Конфеты,Конфеты Морские,кг,7.667,365.8,436
,,,1117497,Сладкое/Домашняя выпечка,Чак чак от Седы,шт.,1,450,550
,,,1118537,Напитки/Соки,Акапелла мохито 0.4 мл,шт.,6,50.4166666666667,75
,,,1119661,Для дома,Ложки вилки  одноразовые,шт.,90,2,5
,,,108434,Продукты Питания/Молочка/Сгущенка,Сгущенка Королевский Вкус 1300гр,шт.,5,215,246
,,,1118581,Электроника,Магнит для телефона ф 62,шт.,1,210,350
,,,1119633,Химия/Для себя,Аромасвеча с пупыришками,шт.,7,220,350
,,,98112,Напитки/Вода,Кайтаг10.07,шт.,4,120,150
,,,101607,Кошачьи товары,Корм для котят Вискас 75гр Рагу Ягненок,шт.,43,29.99,35
,,,101610,Для дома,Зубочистки пластиковые с ниткой 50шт,шт.,2,60,85
,,,1118679,Продукты Питания/Молочка,Сыр косичка гиагинский,шт.,1,105,135
,,,110342,Напитки/Вода,Минералка Бернар 0.45л стекло,шт.,37,57.5,85
,,,1116546,Сладкое/Мармелад/Драже/Карамель/Мармелад,Конфеты Фру-Телла 70 гр,шт.,8,86.45,115
,,,1194,Напитки/Чай/Кисель,Принцесса Ява лимон и т д 25 пак,шт.,4,48,73
,,,1119266,Напитки/Соки,J7 сок красный апельсин 0.385 мл,шт.,15,67,150
,,,94879,Продукты Питания/Мариновки,Огурцы с зеленью 670гр ИСМАИЛ,шт.,8,93,123
,,,238,Весовые товары/Драже,ВС Козинаки карандаши,кг,2.486,304.8,387
,,,111446,Сладкое/Конфеты/Печенья упаковки,Конфеты Фигурный Бочонок 0.5кг,шт.,4,280,337
,,,1119399,Весовые товары/Выпечка,Милка конфеты 110 гр,шт.,2,240,320
,,,1119554,Сладкое/Прочее/Киндер,Жарим рыбу с лимонными травами 300 гр,шт.,2,130,170
,,,103321,Напитки/Соки,Сок Добрый Кока Кола без сахара 1.5л,шт.,7,84.4555555555556,125
,,,97469,Химия/Для себя/Салфетки влажные,Влажные Салфетки для всей семьи 120шт,шт.,7,50,90
,,,1364,Сладкое/Шоколадные плитки/пасты,Плитка мини  Казахстан 20 гр,шт.,51,28,40
,,,438,Весовые товары/Вафли вес,Вафли Ретро сладонеж шоколад 8мес (Альфа),кг,0.918,327.166666666667,395
,,,104254,Служебная группа,Сахар Баракат 3кг,шт.,6,187,230
,,,99301,Продукты Питания/Майонез/Кетчуп/Уксус и т.п.,Томатная паста 500гр Королевский вкус,шт.,2,132.83,160
,,,1117545,Продукты Питания/Крупы/Макароны/Хлопья/Крупы,Рис шено  басмати 2 кг,шт.,2,450,538
,,,95661,Напитки/Соки,Липтон 0.25л Ж Б,шт.,25,57.5,85
,,,1119101,Химия/Для себя,Шампунь  гель 1000мл,шт.,6,216,285
,,,109033,Для дома,Спирали от комаров Чистый Дом 10шт,шт.,9,75,107
,,,1115640,Химия/Для себя/Мыло,Полет печенье сдобное 200гр,шт.,6,148.57,180
,,,739,Весовые товары/Конфеты,Конфеты Ваше величество,кг,1.624,435,665
,,,1118214,Для дома/Мешки для мусора,Мусорные пакеты 60 л с завязками,шт.,10,58.05,90
,,,1118638,Напитки/Соки/Энергетик,Адреналин Раш лайм 0.449 мл,шт.,3,119,150
,,,1119572,Химия/Для себя,Пемза белая,шт.,6,70,100
,,,2000999844287,Детские товары,Гель для стирки Юкосан 2 л хлопок,шт.,2,526,665
,,,823,Фрукты/Овощи/Зелень/Зелень,Базилик,шт.,6,25,60
,,,1116749,Химия/Для себя/Прокладки,Мыло Дав 90 гр т,шт.,13,70,100
,,,1118784,Химия/Для себя/Полость рта,Тряпки махровые 5 шт,шт.,3,103,140
,,,2000999844182,Сладкое/Прочее/Милка,Сладкий хот дог зефир,шт.,28,16.5,30
,,,95308,Напитки/Соки,Фанта 2л,шт.,14,155,190
,,,100575,Продукты Питания/Молочка/Сгущенка,Молоко сгущеное 380гр Премиум,шт.,3,156,187
,,,101466,Продукты Питания/Молочка/Йогурт/Пудинг,Гранд коктейль 260гр 4пр,шт.,1,117.83,143
,,,108572,Фрукты/Сухофрукты,Манго Сушенный 250гр Короа Кавказа,шт.,2,229,275
,,,109652,Продукты Питания/Павильное Питание,Булочки Для Бургера 3шт Мираторг,шт.,1,51.99,120
,,,1118467,Электроника,Шнур х115,шт.,1,180,350
,,,1118673,Игрушки/Машинки,Груша для бокса маленькая,шт.,1,900,1300
,,,1118353,Служебная группа,Духи женские мон париж 90 мл,шт.,4,299,2350
,,,1118446,Химия/Для себя,Крем гель от рубцов 20 гр,шт.,5,55,250
,,,1118951,Сладкое/Батончики/бисквиты/Батончики/Пирожные,Батончик сникерс больше арахиса 87 гр,шт.,1,79.99,105
,,,111387,Продукты Питания/Молочка/Йогурт/Пудинг,Кетчуп Слабода чесночный 320гр,шт.,2,81.65,100
,,,95508,Химия/Бытовая химия,Перос 1л,шт.,12,67,95
,,,96128,Напитки/Кофе/Какао/Сливки/Кофе,Кофе Маккофе 3 в 1 Оригинал 20г х 50 х 20,шт.,12,600,720
,,,2000999844339,ДЛЯ КАССЫ/Химия,Детская паста Амвэй,шт.,2,260,312
,,,2000999844209,Детские товары,Гель для интимной гигиены Лилу,шт.,3,317,387
,,,109522,Детские товары,Подгузники Хаггис девочкам 5 48шт,шт.,2,1080,1300
,,,1119281,Сладкое/Прочее/Милка,Милка ассорти 152 гр,шт.,3,150,250
,,,97671,Для дома,Пищевая пленка Большая,шт.,8,142,185
,,,1118766,Игрушки,Мыльный пистолет,шт.,2,275,400
,,,98109,Напитки/Вода,Шовда 0.5л,шт.,38,15.6666666666667,25
,,,105004,Хлеб/Хлеб1,Хлеб Кукурузный,шт.,29,35,45
,,,96919,Продукты Питания/Молочка/Сметана/Творог,Сметана Кубанская буренка 300гр 25пр,шт.,4,135,162
,,,1379,Сладкое/Мармелад/Драже/Карамель/Мармелад,Мармелад Бебето полоски,шт.,10,39.06,60
,,,1119535,Продукты Питания/Майонез/Кетчуп/Уксус и т.п.,Кисель брикет 180 гр,шт.,8,29,47
,,,535,Весовые товары/Выпечка,Конфеты 15 грамм золота,кг,2.696,709,893
,,,110187,Сушеные Рыба/Говядина,Рыба Соломка Стейка 15гр Флотская,шт.,8,34.78,55
,,,789,Весовые товары/Выпечка,Вафли Лимонные Альфа,кг,1.93,222.666666666667,297
,,,1118569,Продукты Питания/Молочка/Йогурт/Пудинг,Йогурт даниссимо с шариками карамель 105 гр,шт.,3,69.99,98
,,,2000999844091,Детские товары,Набор погремушек в пакете,шт.,4,425,578
,,,97933,Химия/Для себя/Бритвы,Лезвия Бик 5шт,шт.,80,55.25,77
,,,336,Весовые товары/Мясное,"ММ Куриное Бедро варено-капченое, кат.А",кг,0.018,470,565
,,,1203,Напитки/Чай/Кисель,Чай Азер 400 гр,шт.,4,310,336
,,,1118069,Масла/Масла подсолнечные/оливковое,Масло корона кавказа 1 л,шт.,7,117,142
,,,1119393,Фрукты/Сухофрукты,Козинак с соленой карамелью 150 гр,шт.,1,37.09,58
,,,104872,Продукты Питания/Молочка/Сыр/Копченый Сыр,Сыр Спагетти 100гр,шт.,10,59,95
,,,94847,Продукты Питания/Мука/Сахар/Соль/Крахмал/Сахар,Сахар 1кг Цолода,шт.,1,65,90
,,,1118020,Фрукты/Овощи/Зелень,мармелад ред,шт.,22,300,450
,,,1118552,Сладкое/Мармелад/Драже/Карамель/Мармелад,Мармелад крутой микс 70 гр,шт.,1,75.7,100
,,,102976,Сладкое/Домашняя выпечка,Трайфл Евро Азбука Вкуса,шт.,4,175,210
,,,471,Весовые товары/Драже,Парварда ассорти 6мес (Альфа),кг,2.586,214.666666666667,292
,,,96962,Масла/Масла сливочные,Масло сливочное крестьянское 250гр Дарман,шт.,8,290,348
,,,108015,Продукты Питания/Молочка/Сметана/Творог,Сметана Дарман 180гр 15пр,шт.,4,74,100
,,,98217,Кошачьи товары,Корм для кошек вискас 350гр,шт.,11,129.99,185
,,,1118820,Напитки/Соки,Кола финик 0.240 мл,шт.,51,87.5,125
,,,109067,Служебная группа,Кузя Лакомка Кукурузные Палочки 100гр,шт.,1,63.37,90
,,,1119343,Химия/Для себя/Крем,Влажные салфетки аура 15 шт,шт.,3,13.4,25
,,,1148,Продукты Питания/Молочка/Йогурт/Пудинг,Йогурт фруттис 110гр 0.1пр,шт.,12,26.32,35
,,,1119206,Сладкое/Прочее/Киндер,Кранчи А4 80 гр,шт.,2,59.2,90
,,,109518,Напитки/Кофе/Какао/Сливки/Кофе,Кофе 500гр Арабика Кофейня На Паяхь,шт.,1,600,985
,,,1119769,Продукты Питания/Консервы,Печень трески золотистая рыбка 250 гр,шт.,4,334.17,0
,,,1117371,Продукты Питания/Консервы/Мясо,Иваси 250 гр,шт.,3,107.29,125
,,,103348,Сладкое/Мороженое,Пломбир в вафлях КизК,шт.,4,59,78
,,,2000999844422,Сладкое/Мармелад/Драже/Карамель/Мармелад,Мармелад утенок 12 гр,шт.,30,11,
,,,1119755,Хлеб/Фаст Фуд,Бургер фирменный,шт.,7,100,130
,,,2000999844212,Детские товары,Бимбо кондиционер для белья 1л,шт.,2,183,237
