Unnamed: 0,Unnamed: 1,Unnamed: 2,Код,Группа,Наименование,Ед. изм.,Количество,Приходная цена,Розничная цена
,,,1118227,Детские товары,Детская присыпка лулу,шт.,3,200,247
,,,96326,Масла/Масла сливочные,Масло сливочное чабан 180гр 82.5пр,шт.,10,235,282
,,,109468,Напитки/Вода,Донат 1л,шт.,1,284,350
,,,94861,Продукты Питания/Мука/Сахар/Соль/Крахмал,Соль илецкая 1000гр РУССОЛЬ,шт.,41,25,37
,,,95149,Сладкое/Шоколадные плитки/пасты,Плитки 100гр RITTER SPORT,шт.,3,166,205
,,,265,Весовые товары/Вафли вес,Зефир Бело-розовый 4мес (АЛЬФА) 87дн,кг,7.44,208,275
,,,1119480,Химия/Для себя/Шампунь,Гель для душа фа мужской 250 мл,шт.,5,85,125
,,,102883,Детские товары,Подгузники Молфикс 2-ка 68шт,шт.,1,590,840
,,,1118511,Химия/Ароматная,Армотизатор воздуха черная смородина 250 мл,шт.,2,106.02,136
,,,189,Весовые товары/Выпечка,Печенье Курабье 6мес Альфа,кг,2.092,211.428571428571,315
,,,1119165,Продукты Питания/Консервы/Зелень,Кондиционер перос лаванда 1 л,шт.,3,174,215
,,,1115565,Продукты Питания/Павильное Питание,Батончик Нут-Го миндаль/аразис 36гр,шт.,2,36.46,50
,,,1119316,Продукты Питания/Быстрое питание,Соус булдак 200 мл,шт.,4,433,519
,,,107550,Чипсы/Лейс,Лейс 70гр Паприка,шт.,50,66,100
,,,105266,Служебная группа,Глаз 12гр,шт.,99,11.49,20
,,,1118847,Напитки/Соки,Миринда яблоко жб 330 мл,шт.,2,65.4166666666667,90
,,,100599,Продукты Питания/Молочка/Сыр/Копченый Сыр,Сыр Горянка нежный 2.5кг 40пр,шт.,1,1320,1584
,,,2000999844290,Детские товары,Грызунок сказка 0 месяцев,шт.,2,77,115
,,,2000999844179,Сладкое/Прочее/Милка,Карамель микрофон 5 гр,шт.,30,19.95,35
,,,392,Весовые товары/Мясное,АМ Курдюк бараний,кг,1.457,1576.29290617849,1892
,,,108307,Продукты Питания/Молочка/Сметана/Творог,Сметана Дарман 180гр 20пр,шт.,2,82,107
,,,1115753,Детские товары,Бутылка Малышам Широкая 330мл,шт.,5,200,270
,,,1119440,Сладкое,Мягкая карамель 300 гр,шт.,2,79.99,138
,,,95926,Детские товары,Подгузники Хелен харпер Аэр Комфорт 5-ка,шт.,4,599,720
,,,97698,Продукты Питания/Майонез/Кетчуп/Уксус и т.п.,Соус Кисло Сладкий с чили 230гр Махеев,шт.,2,78.42,105
,,,324,Весовые товары/Выпечка,Печенье Затяжное Армавирское (Альфа),кг,2.238,160.857142857143,219
,,,2000999843963,Химия/Для себя,Тенисные мячи 3 шт,шт.,2,200,265
,,,99090,Напитки/Вода,Серноводская 5л,шт.,7,65.08,90
,,,1116960,Игрушки,Нива на пульте,шт.,2,1150,1885
,,,1119232,Сладкое/Шоколадные плитки/пасты,Зефир воздушный 180 гр,шт.,1,55.99,120
,,,98323,Продукты Питания/Крупы/Макароны/Хлопья,Макароны 400гр Исмаил ассорти,шт.,24,26,40
,,,1118960,Напитки/Чай/Кисель,Чай Муслим 900 гр,шт.,3,1250,1485
,,,2000999843997,ДЛЯ КАССЫ/Аксессуары,Батарейки перферо392,шт.,2,120,160
,,,1116968,Сладкое/Батончики/бисквиты/Батончики/Пирожные,Батончик вафер ролл баунти,шт.,20,40,57
,,,1119584,Для дома,Набор отверок зеленый,шт.,3,600,850
,,,64,Весовые товары/Вес,ВС Козинаки семечка глазированная,кг,3.828,291.6,378
,,,1119302,Продукты Питания/Крупы/Макароны/Хлопья/Крупы,Зеленый горошек бондюэль 360 гр,шт.,2,128.32,172
,,,2000999844148,Продукты Питания/Крупы/Макароны/Хлопья/Крупы,Булгур корона кавказа 1 кг,шт.,6,88,115
,,,99264,Продукты Питания/Молочка/Йогурт/Пудинг,Йогурт Чудо 290гр,шт.,12,82.9183333333333,110
,,,1118771,Игрушки,Ленд крузер на пульте,шт.,1,520,850
,,,2000999844067,Напитки/Соки,Мед натуральный степной 370 гр,шт.,2,204.7,350
,,,107627,Сигареты,Классик Ултима Слимс,шт.,15,170,210
,,,1117184,Чипсы,Хот ланч острая курица 50 гр,шт.,22,16.1,25
,,,100800,Продукты Питания,лепешки тортильи деликадос 400гр,шт.,1,146.41,178
,,,1118460,Химия/Бытовая химия,Азелит антижир для казана 600 мл,шт.,13,130,167
,,,96643,Детские товары,Подгузники Памперс джамбо пак 4 70шт,шт.,3,1090,1350
,,,111010,Сладкое/Домашняя выпечка,Орешки 350гр Альфия Карамель,шт.,4,154,188
,,,2000999844139,Весовые товары/Мясное,Коктейль из морепродуктов в масле 200 гр,шт.,1,198,238
,,,1116906,ДЛЯ КАССЫ/Кухня,Коктейл молоч белковый Чок милк Ассорти 480 мл,шт.,4,155,190
,,,97011,Сладкое/Шоколадные плитки/пасты,Чококрем 400гр Улкер,шт.,4,340,408
,,,101616,Посуда,Накладные простые,шт.,22,20,60
,,,1119625,Игрушки,Игровой набор доска с утюгом,шт.,1,1000,1475
,,,2000999844097,Кошачьи товары,Корм феликс 75 гр  желе,шт.,14,25,35
,,,149,Весовые товары/Конфеты,Конфеты Как Так,кг,3.484,439.36,614
,,,980,Весовые товары/Выпечка,Печенье Сахарное Агеевское в Глазурии (Альфа),кг,2.048,400.333333333333,497
,,,286,Весовые товары/Мясное,МД Абуев Колбаса Чеченская,кг,3.251,435,525
,,,1119022,ДЛЯ КАССЫ/Посуда,Чайник заварочный 1.2 л,шт.,1,545,850
,,,106572,Продукты Питания/Майонез/Кетчуп/Уксус и т.п.,Майонез Слобода Шашлычный 320гр,шт.,2,82.23,98
,,,1118413,Сладкое/Мороженое,Мороженое сэндвич BITE ME 80 гр,шт.,7,72,95
,,,103242,Продукты Питания/Молочка/Сыр/Копченый Сыр,Сыр Косичка Кизлярская,шт.,3,75,100
,,,109515,Сладкое/Вафли/Зефир,Печенье БелВита 253гр Какао,шт.,4,159.99,185
,,,96541,Продукты Питания/Молочка/Сыр/Копченый Сыр,Сыр творожный 140гр Хохланд,шт.,6,87.99,170
,,,1119461,Химия/Для себя,Пемза зингер дерево,шт.,8,125,178
,,,107329,Кошачьи товары,Корм Для Кошек 75гр Феликс Бекон,шт.,5,25.99,33
,,,107419,Сладкое/Мороженое,Мороженое Экзо 520гр,шт.,1,400,485
,,,2000999844318,Детские товары,Лулу шампунь и гель 300 мл,шт.,3,317,385
,,,107770,Сладкое/Мармелад/Драже/Карамель/Мармелад,Мармелад 20г Секрет лав,шт.,13,15.56,25
,,,101199,Сладкое/Прочее/Кукурузные палочки/Поп Корн,ПопКорн сливочный Сладкий 200гр Бабушкин огород,шт.,12,85.4166666666667,110
,,,104064,Фрукты/Сухофрукты,Цукаты таблетки 300гр Аль Ихляс,шт.,2,180,248
,,,110362,Продукты Питания/Консервы/Зелень,Зеленый горошек 400гр Исмаил,шт.,8,60,87
,,,96501,ДЛЯ КАССЫ/Леденцы,Дирол,шт.,676,3.6,6
,,,1118545,Сладкое/Мармелад/Драже/Карамель,Жвачка со вкусом  арбуза 13 гр,шт.,17,10.63,20
,,,1118632,Весовые товары/Конфеты,Мини плитка шониз,шт.,16,24.0333333333333,35
,,,1118508,Химия/Ароматная,Армотизатор воздуха зима 250 мл,шт.,2,99,130
,,,1119713,ДЛЯ КАССЫ/Химия,Дезодарант шариковый Амвэй,шт.,2,550,657
,,,98519,Химия/Для себя/Мыло,Мыло Дав 135гр,шт.,12,87,130
,,,1118654,Напитки/Соки,J7яблоко 0.33 мл,шт.,2,71.99,135
,,,2000999843994,ДЛЯ КАССЫ/Аксессуары,Батарейки перферо 377,шт.,2,120,160
,,,98288,Продукты Питания/Специи,Чеснок гранулированный 30гр Кубанское лето,шт.,1,35,50
,,,96544,Продукты Питания/Молочка/Йогурт/Пудинг,Йогурт Нежный 100гр 1.2пр,шт.,8,23.42,30
,,,246,Весовые товары/Мясное,Колбаски гриль говядина,кг,5.048,590,708
,,,1115946,Фрукты/Овощи/Зелень/Фрукты/Ягоды,Облепиховый чай Агама 250 гр,шт.,2,155.53,190
,,,1118461,Электроника,Шнур х112,шт.,4,230,300
,,,1119594,Обувь,Иглы для мяча,шт.,100,3.5,10
,,,109945,Детские товары,Салфетки Влажные Ловулар 100шт,шт.,1,131.43,180
,,,101145,Напитки/Кофе/Какао/Сливки/Кофе,Кофе Арабика в зернах 250гр Кофейня,шт.,2,459.56,552
,,,108610,Продукты Питания/Павильное Питание,Хлебцы Dr.Korner 90гр Клюква,шт.,6,68.84,103
,,,1118937,Посуда,Набор доски 3 шт,шт.,1,1150,1450
,,,1118922,Весовые товары/Вафли вес,Печенье овсяное 1 кг,шт.,3,183,245
,,,1119731,Химия/Для себя,Сильвер Губка для обуви бесцветный,шт.,6,120,147
,,,1118492,Сладкое/Домашняя выпечка,Чайник электрический синтек 1.8 л,шт.,2,866.67,1250
,,,2000999844064,Химия/Ароматная,Освежитель вохдуха морской бриз,шт.,4,98.1,185
,,,1402,Продукты Питания/Майонез/Кетчуп/Уксус и т.п.,Уксус Исмаил 350мл 9 пр,шт.,5,47,72
,,,95737,Обувь,Крем блеск 50мл СИЛЬВЕР,шт.,8,80,110
,,,2000999844218,Детские товары,Екосан кондиционер 1 л,шт.,2,315,385
,,,96433,Продукты Питания/Молочка/Сыр/Копченый Сыр,Сыр творожный Воздушный 150гр Савушкин банка,шт.,3,113.4,138
,,,100801,Продукты Питания,лаваш деревенский 270 гр,шт.,11,94.85,125
,,,1086,Весовые товары/Выпечка,Сушки Люлюшки (МС),кг,1.19,251.151428571429,338
,,,95323,Напитки/Соки,Палпи апельсин 0.45,шт.,32,54.3808333333333,85
,,,1117248,Весовые товары/Мясное,Колбаса венская 0.5 гр,шт.,1,275.12,190
,,,1118497,Сладкое/Домашняя выпечка,Чайник электрический ВВК 1.7 л,шт.,2,806.67,1350
,,,1118371,Игрушки,Бассейн 1.02 на 89 см,шт.,1,1431,2000
,,,2000999844123,Химия/Для себя/Прокладки,Влажные салфетки 120 шт вет дай,шт.,10,80,125
,,,1118117,Хлеб/Хлеб1,Буханка серая,шт.,10,40,50
,,,1118464,Электроника,Фейзфулл фз 44,шт.,1,480,650
,,,109129,Напитки/Соки,Нектар Баринофф 1л Мультифрукт,шт.,3,167.42,215
,,,103841,Сушеные Рыба/Говядина,Мясные снеки 90гр ХасПродукт,шт.,2,365,438
,,,1116809,Электроника,Кабель для зарядки ФР26,шт.,2,190,350
,,,2000999844362,Химия/Для себя,Супер клей-гель 3гр,шт.,10,30,38
,,,107189,Продукты Питания/Мариновки,Ассорти огурцы и томаты 1500гр Исмаил,шт.,6,146,180
,,,1119402,Игрушки,Акула маленькая,шт.,2,200,400
,,,102498,Напитки/Соки,Рич Кола 0.33л стекло,шт.,8,84,110
,,,1117862,Продукты Питания/Молочка/Молоко/Кефир/Сливки,Лаваш Арабский,шт.,3,60,100
,,,2000999844115,Химия/Для себя/Прокладки,Влажные салфетки Ангел 120 шт,шт.,5,100,135
,,,95326,Напитки/Соки,Палпи апельсин 0.9л,шт.,40,87.4791666666667,120
,,,1116386,Фрукты/Овощи/Зелень/Овощи,Голубика Амирия,шт.,23,191.666666666667,250
,,,96495,ДЛЯ КАССЫ/Леденцы,Турбо Жевачка,шт.,40,3,5
,,,95692,Жевачка,Конфеты миллер 38гр соленая карамель,шт.,20,29.7916666666667,50
,,,108257,Сушеные Рыба/Говядина,Куриные снеки 45гр ХасПродукт,шт.,2,141,175
,,,110901,Сладкое/Прочее/Милка,Милка пористый банан йогурт 87 гр,шт.,16,98,138
,,,1151,Продукты Питания/Молочка/Йогурт/Пудинг,Йогурт Альпенленд 320гр 0.3пр,шт.,3,70.33,96
,,,1119197,ДЛЯ КАССЫ/Кухня,Пельмени с картошкой мерз даар,шт.,2,300,360
,,,1119456,Продукты Питания/Быстрое питание,Лапша 110 гр с курицей кокомен,шт.,5,141,172
,,,71,Весовые товары/Выпечка,Маффин с цитрусом (ШНАЙДЕР) 15сут (Альфа),кг,1.694,286.5,388
,,,1554,Весовые товары/Мясное,Курица Замороженная,шт.,1,550,667
,,,1119460,Химия/Для себя/Бритвы,Бритва джилет плюс 7 шт,шт.,1,230,280
,,,2000999844222,Детские товары,Шампунь-гель для душа мое солнышко 400 мл,шт.,3,187,228
,,,12,Фрукты/Овощи/Зелень/Овощи,Лук,кг,86.996,22,35
,,,1503,Фрукты/Овощи/Зелень/Зелень,Листья Салата,шт.,62,40,85
,,,597,Весовые товары/Выпечка,Кукуруза,кг,59.034,60,90
,,,1118855,Служебная группа,Ведро 1 л,шт.,14,13,45
,,,2000999844234,Детские товары,Пятновыводитель Мепси 400 гр,шт.,5,108,145
,,,628,Весовые товары/Конфеты,Конфеты Чоко Брейк,кг,11.598,650,786
,,,1119564,Весовые товары/Вафли вес,Ванюшкины сладости 0.75 гр,шт.,4,210,280
,,,101337,Посуда,Терка красная 142,шт.,3,220,300
,,,105988,Химия/Бытовая химия,Печенье Юбилейное Традиционное 403г,шт.,4,105,150
,,,2000999844082,Детские товары,Барбки в коробке 280,шт.,4,235,387
,,,2000999844119,Химия/Для себя/Прокладки,Олдспайс спрей 150 мл,шт.,3,220,280
,,,104213,Детские товары,Бэби Каша Гречка без молока 200гр,шт.,10,190,228
,,,1118609,Детские товары,Сок фруто няня липа и ромашка 0.2 мл,шт.,3,39.99,55
,,,99538,Химия/Для себя/Полость рта,Зубная паста Колгейт 192гр,шт.,10,102.3,130
,,,1117359,Игрушки/Пистолеты/Мячи,Стом 0.3 мл,шт.,4,52.89,75
,,,1119016,ДЛЯ КАССЫ/Посуда,Соусница Бейзик,шт.,2,140,250
,,,2000999844309,Детские товары,Грызунок сказка,шт.,2,101,147
,,,1117039,Для дома/Салфетки,Зева 8 рулонов,шт.,6,270,330
,,,1118751,Игрушки,Пластилин в лодочке,шт.,1,120,180
,,,106908,Детские товары,Бэби Каша Овсянка без молока 200гр,шт.,6,150,190
,,,103200,Напитки/Соки,Акапелла 1л Гранат,шт.,11,1,150
,,,1117075,Продукты Питания/Консервы,Килька Каспийская 350гр,шт.,5,82,110
,,,1118324,Для дома/Салфетки,Губки со стальной нитью чистюля,шт.,8,39,70
,,,1119034,ДЛЯ КАССЫ/Посуда,Сушилка Умка,шт.,7,345,550
,,,99860,Продукты Питания/Молочка/Йогурт/Пудинг,Имунеле Нео 100гр,шт.,28,30.35,48
,,,102835,Напитки/Соки,Спрайт 0.25л ЖБ,шт.,15,43.75,65
,,,1118482,Сухарики,Гренки крутой окер чеснок  65 гр,шт.,6,29.7,45
,,,111107,Напитки/Соки,Дубайский шоколад Улькер 93 гр,шт.,11,254.5,325
,,,106929,Для дома/Салфетки,Салфетки Зева ХХЛ 2рул,шт.,3,220,270
,,,1202,Напитки/Чай/Кисель,Чай Бета  ОПА 250 гр,шт.,2,265,318
,,,97806,Электроника,Батарейки Кодак LR6 АА 2 МАКС,шт.,4,90.02,130
,,,1117445,Сладкое/Конфеты/Печенья упаковки,Печенье хиппо 32 гр банан,шт.,3,13.915,20
,,,1116390,Сладкое/Прочее,Анчоус Флотская 20 гр,шт.,20,33.5,55
,,,1118731,Игрушки/Пистолеты/Мячи,Синий трактор шт,шт.,2,435,650
,,,1119045,Химия/Бытовая химия,Средство против запаха 600 мл,шт.,3,449,538
,,,1365,Сладкое/Шоколадные плитки/пасты,Плитка Казахстан 100 гр,шт.,44,130,170
,,,102978,Сладкое/Домашняя выпечка,Торт круглый МИНИ Азбука Вкуса,шт.,8,480,576
,,,107132,Продукты Питания/Крупы/Макароны/Хлопья/Крупы,Рис Корона К 2кг,шт.,5,164,198
,,,344,весовые 1/Конфеты1,Конфеты Аленка с орешками,кг,3.374,510.48,925
,,,1119195,Кошачьи товары,Корм феликс 75 гр лосось,шт.,7,25.99,33
,,,1119582,Жевачка,Доска разделочная,шт.,3,160,350
,,,1119202,Сладкое/Прочее/Киндер,Десерт воздушный 232 гр,шт.,3,150,185
,,,96503,ДЛЯ КАССЫ/Леденцы,Назар,шт.,423,2,6
,,,1115637,ДЛЯ КАССЫ/Леденцы,Тудей Данон пончик,шт.,33,19.5833333333333,30
,,,1118875,Химия/Бытовая химия,Освежитель воздуха свежесть белья,шт.,1,854.9,1085
,,,100537,Сладкое/Конфеты/Печенья упаковки,Драже арахис в шоколадной глзури 500гр Ореховичи,шт.,8,374.4,450
,,,103045,Фрукты/Сухофрукты,Орех Грецкий 200гр Аль Ихляс,шт.,8,140,175
,,,107676,Электроника,Лампа Шар 20вт Космос Е27,шт.,6,70.416,100
,,,1119675,Химия/Для себя,Аромасвеча квадратная,шт.,6,150,250
,,,108294,Детские товары,Кабрита Голд 2 800гр Ж/Б,шт.,3,2800,3425
,,,108611,Продукты Питания/Павильное Питание,Хлебцы Dr.Korner 90гр Клюква Черн Смородина,шт.,1,68.84,103
,,,1118803,Канцтовары,Альбом для рисования 16 листов,шт.,1,39,70
,,,108453,Служебная группа,Албени Улькер 40гр,шт.,1,34.4166666666667,50
,,,2000999843951,Игрушки,Пистолет 209,шт.,4,32,50
,,,26373,Продукты Питания/Майонез/Кетчуп/Уксус и т.п.,Майонез Кальве 400 гр,шт.,24,75,100
,,,1119597,Химия/Для себя,Пемза жел,шт.,2,75,110
,,,109206,Продукты Питания/Молочка/Йогурт/Пудинг,Коктель Даниссимо 190гр,шт.,1,83.99,98
,,,1117197,Напитки/Соки,Чипсы баст сметана лук 70 гр,шт.,8,122,150
,,,442,Весовые товары/Выпечка,Печенье Сгущеное молоко 8мес (Альфа),кг,8.238,144.666666666667,207
,,,104325,Продукты Питания/Крупы/Макароны/Хлопья/Крупы,Малютка 3 1200г,шт.,3,1100,1320
,,,1116531,Игрушки/Пистолеты/Мячи,Мяч Футбольный,шт.,9,230,320
,,,100264,Напитки/Кофе/Какао/Сливки/Кофе,Кофе МакКофе 16гр 3 в 1 Макс клакссик штучно,шт.,42,10.81,18
,,,1119485,Химия/Для себя/Шампунь,Сетка штучно,шт.,12,40,65
,,,1119214,Химия/Для себя/Полость рта,Зубная паста аквафреш 100 мл,шт.,3,84,120
,,,97249,Продукты Питания/Молочка/Сметана/Творог,Творог классичечкий Савушкин 300гр 1пр,шт.,1,118.8,145
,,,94980,Сухарики,Сухарики 40гр 3 КОРОЧКИ,шт.,1,14.8,20
,,,109380,Фрукты/Сухофрукты,Мальтизерс 110гр,шт.,3,240,290
,,,2000999844004,Продукты Питания/Полуфабрикаты,Мороженое Хабиби манго-маракуя,шт.,7,125,160
,,,2000999844291,Детские товары,Грызунок сказка 1810,шт.,2,92,125
,,,1118732,Игрушки/Пистолеты/Мячи,Гоночная машина,шт.,6,128,180
,,,103902,Химия/Бытовая химия/Порошки,Порошок Продокса для белого 3кг,шт.,2,335,412
,,,1119044,Химия/Бытовая химия,Средство для прочистки труб,шт.,4,185,222
,,,98426,Продукты Питания/Крупы/Макароны/Хлопья/Крупы,Геркулес 500гр Цолода,шт.,2,32,48
,,,1118962,Напитки/Чай/Кисель,Чай Муслим пакеты 80 гр,шт.,3,270,325
,,,1117293,Масла/Масла сливочные,Масло брест сливочное 180 гр,шт.,2,218.4,263
,,,1119522,Служебная группа,Колготки детские катая,шт.,5,155,300
,,,101150,Напитки/Кофе/Какао/Сливки,Цикорий 85гр ЭкоЛогика,шт.,2,260,325
,,,1118954,Сушеные Рыба/Говядина,Желтый полосатик 20 гр флотская,шт.,9,52.54,80
,,,1119441,Сладкое,Мед таежный 350 гр,шт.,2,143.99,220
,,,1119494,Химия/Для себя/Шампунь,Ножницы 802-34,шт.,1,265,335
,,,1119568,Сигареты,Чапман тонкий,шт.,9,250,300
,,,9899,ДЛЯ КАССЫ/Подгузники,Тапочки женские 2,шт.,27,410,600
,,,1115653,Напитки/Соки,Икра ароматом копчения 180гр,шт.,1,127,155
,,,1117317,Весовые товары/Конфеты,манты с мясом мерз даар,шт.,2,450,525
,,,99634,Сладкое/Домашняя выпечка,Мерси 250 гр синий,шт.,6,290,397
,,,1334,Напитки/Кофе/Какао/Сливки,Каппучино 20порций UNO MOMENTO,шт.,18,262,315
,,,1119632,Химия/Для себя,Кукла клубничка большая,шт.,3,1200,1850
,,,1119125,Детские товары,Симилак низколактозный 375 гр,шт.,1,1350,1500
,,,2000999844235,Детские товары,Порошок Бимбо 350 гр,шт.,4,43,75
,,,349,Весовые товары/Выпечка,Пряники Традиционные Агеевские 3мес (Альфа) 66дн,кг,1.408,288.571428571429,365
,,,2000999844009,Весовые товары/Конфеты,Пломбирка 200гр,шт.,1,116.333333333333,170
,,,110696,Сладкое/Прочее/Милка,Плитка Милка 100гр,шт.,7,110,145
,,,110527,Продукты Питания/Консервы/Мясо,Килька в томатном соусе 175гр ЗА РОДИНУ,шт.,1,81.63,107
,,,1119576,Для дома,Веник и совок,шт.,2,150,250
,,,1119495,Химия/Для себя/Шампунь,Пилка для ногтей зингер 802,шт.,6,55,80
,,,1118451,Посуда,Стаканы моя цена 12 шт 500 мл,шт.,8,74.99,107
,,,2000999844254,Детские товары,Детский нагрудник,шт.,5,35,60
,,,1119221,Сладкое/Мармелад/Драже/Карамель,Жвачка фрешбокс 12.6 гр,шт.,3,20,30
,,,1119037,ДЛЯ КАССЫ/Посуда,Коврик силиконовый большой,шт.,1,400,585
,,,2000999844227,Детские товары,Фито эмульсия наша мама от сухости 300 мл,шт.,3,242,292
,,,1118582,Электроника,Магнитный держатель для телефона ф 64,шт.,1,260,450
,,,1118811,Для дома,Очиститель для стекл грасс,шт.,1,180,230
,,,103746,Детские товары,Подгузники Хаггис мальчикам 6 44шт,шт.,4,950,1200
,,,99136,Сладкое/Домашняя выпечка,Тунец Норвежская 40 гр,шт.,16,130,170
,,,100272,Продукты Питания/Павильное Питание,Коко шоколад 40 гр,шт.,30,57.2,88
,,,110315,Продукты Питания/Крупы/Макароны/Хлопья,Кашка Минутка слив Вкус пак 43гр,шт.,13,13.7,20
,,,1118639,Напитки/Соки/Энергетик,Торнадо энергетик 1 л,шт.,8,115,150
,,,1116996,Детские товары,Чудо йогурт соленая карамель,шт.,1,64.99,90
,,,2000999844386,Химия/Для себя/Полость рта,Зубная паста мое солнышко клубника 65 гр,шт.,5,61.33,0
,,,110638,Химия/Бытовая химия,Имбирь маринованный Текемура 300 гр,шт.,1,128.25,168
,,,103081,Фрукты/Сухофрукты,Фундук 300гр Аль Ихляс,шт.,8,250,315
,,,106917,Электроника/Гаджеты,Флешка 64гб,шт.,1,560,700
,,,9688,ДЛЯ КАССЫ/Прочее.,Мороженое Стаканчик,шт.,277,11.5,17
,,,2000999844073,Продукты Питания/Консервы/Зелень,Зеленый горошек от Иваныча 400 гр,шт.,8,57.08,83
,,,1119595,Посуда,Чайник заварочный,шт.,4,350,550
,,,96451,Детские товары,Подгузники Памперс джамбо пак 2 94шт,шт.,3,1130,1350
,,,2000999844294,Детские товары,Набор держателей для соски 2 шт,шт.,4,370,450
,,,1115626,Сладкое/Прочее/Милка,Плитка риттер спорт 100гр Кокос,шт.,3,166,200
,,,110067,Для дома,Спутник Удленитель 5м,шт.,1,333.883333333333,435
,,,102818,Напитки/Соки,Сок Добрый Апельсин 0.33л ЖБ,шт.,6,53.0833333333333,75
,,,110212,Служебная группа,Космос Лампочка 30Вт,шт.,1,119.799,160
,,,102981,Сладкое/Домашняя выпечка,Десерт День Ночь Азбука Вкуса,шт.,4,250,300
,,,108444,Служебная группа,Морковь По-Корейски Со Спаржей 300гр,шт.,1,63.99,140
,,,1118941,Посуда,Кружки 6 шт 125,шт.,1,590,785
,,,2000999844392,Химия/Для себя/Полость рта,Аэрозоль с блоком лазурная волна 269мл,шт.,1,854.9,0
,,,72,Весовые товары/Выпечка,Печенье бисквитное Панкейк со сгущенкой 3мес (Альфа) 72дн,кг,8.714,396.875,455
,,,2000999844353,Химия/Для себя,Бритва Бик 3 сенс,шт.,5,427,515
,,,2000999844048,Жевачка,Протеиновый батончик баунти 51 гр,шт.,5,250,300
,,,97131,Сладкое/Домашняя выпечка,Орешки Азбука Вкуса,шт.,4,180,218
,,,96214,Продукты Питания/Молочка/Молоко/Кефир/Сливки,Молоко Простоквашино 950мл 2.5пр,шт.,1,101.99,140
,,,100165,Продукты Питания/Крупы/Макароны/Хлопья/Крупы,Чечевица красная  1000гр Цолода,шт.,2,120,132
,,,1116306,Продукты Питания/Молочка/Йогурт/Пудинг,Чудо творожок 2 слоя 100 гр,шт.,3,56.99,78
,,,96540,Продукты Питания/Молочка/Сыр/Копченый Сыр,Сыр творожный для кулинарии 400гр Хохланд,шт.,6,357,430
,,,2000999844184,Сладкое/Прочее/Милка,Сластилэнд в форме льва 35 гр,шт.,30,8,20
,,,1118404,Игрушки,Автозонт,шт.,1,400,650
,,,1119151,Продукты Питания/Консервы/Мясо,Шоколадная паста полосатый рейс 750 гр,шт.,2,205,265
,,,108584,Напитки/Кофе/Какао/Сливки/Кофе,Кофе Фреско Блэк 90гр,шт.,3,351,422
,,,102210,Продукты Питания/Молочка/Сыр/Копченый Сыр,Сыр плавленый Хохланд 140гр Сливочный,шт.,3,123.99,153
,,,1119545,Продукты Питания/Мука/Сахар/Соль/Крахмал/Сахар,Чай калмыцкий 250 гр,шт.,3,345,415
,,,95312,Напитки/Соки,Сок Сюрприз 0.28л,шт.,10,56,85
,,,100557,Продукты Питания/Молочка/Йогурт/Пудинг,Гек сливочный 4.7 100 гр,шт.,34,29.5833333333333,38
,,,1118920,Весовые товары/Вафли вес,Печенье Утики 1 кг,шт.,1,260,320
,,,2000999844373,Сладкое/Батончики/бисквиты/Батончики/Пирожные,Милка экстра бискофф 190 гр,шт.,5,315,385
,,,894,Весовые товары/Мясное,Колбаса чеченская Аль Раян Абуев,кг,0.827,364,445
,,,2000999844019,Посуда,Гель для стирки Стиралити 2.75 мл,шт.,2,386,772
,,,1119605,Химия/Для себя,Пемза инт,шт.,10,35,55
,,,2000999844075,ДЛЯ КАССЫ/Кухня,Набор ножей,шт.,4,216,350
,,,1117142,Продукты Питания/Быстрое питание,Цельно зерновой,шт.,2,28,0
,,,233,Весовые товары/Драже,Драже Арахис в молочной шоколадной глазури 3 мес (Альфа) 84дн,кг,0.968,422,508
,,,2000999844133,Продукты Питания/Мука/Сахар/Соль/Крахмал/Сахар,Сахар кусковой 500 гр,шт.,8,80,120
,,,104583,Химия/Для себя,Сердце Бонилон драже Колушки 800гр,шт.,2,385.67,474
,,,1118902,Сладкое/Мороженое,Крузя весовой ваниль 1 кг,шт.,2,330,396
,,,109351,Напитки/Соки,Монте Дью 0.33,шт.,24,39.5833333333333,60
,,,1007,Весовые товары/Конфеты,Конфеты Витамин С,кг,2.964,580,850
,,,1118417,Продукты Питания/Полуфабрикаты,Прослойки с мясом Вкуснотеево,шт.,1,150,190
,,,1118973,Химия/Для себя/Салфетки влажные,Желтый полосатик сухогруз 36 гр,шт.,1,105,125
,,,111459,Напитки/Кофе/Какао/Сливки/Кофе,Чибо голд 95гр,шт.,5,280,336
,,,2000999844003,Продукты Питания/Полуфабрикаты,Экскимо даканца с урбечом 80 гр,шт.,18,72,95
,,,2000999844044,Напитки/Чай/Кисель,Протеинововое печенье Марс с соленой карамелью,шт.,10,250,297
,,,105730,Химия/Бытовая химия,Порошок БиМакс 3кг,шт.,6,285,348
,,,2000999844198,Детские товары,Детский гель для купания с пантенолом,шт.,3,175,215
,,,1117259,Сладкое/Батончики/бисквиты/Батончики/Пирожные,Леденец токсик 42 гр голубая,шт.,8,102,135
,,,886,Весовые товары/Вафли вес,Мармелад Дивная Ягода Альфа,кг,5.208,350,420
,,,100201,Химия/Для себя/Прокладки,Прокладки Олвейс 7шт,шт.,1,126,157
,,,1118856,Служебная группа,Ведро 0.7 мл,шт.,11,12,25
